Execution,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params
1,0.590399981,1.145021677,76830750.0,28.29881239,759306.0
2,0.546700001,1.322875142,250494238.0,28.89767981,9108170.0
3,0.543500006,1.298865914,558503774.0,29.3610301,2365674.0
Mean,0.560199996,1.2555875776666667,295276254.0,28.85250743333333,4077716.6666666665
Std,0.021394536880555502,0.07879392764235245,199175462.39450002,0.43482335384206977,3617015.352652823
