Execution,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params
1,0.537400007,1.304162264,84718062.0,28.05550623,543338.0
2,0.557699978,1.257679701,164987262.0,28.73741603,4517066.0
3,0.587199986,1.161869049,554223454.0,28.8337667,10309322.0
Mean,0.560766657,1.2412370046666668,267976259.33333334,28.542229653333333,5123242.0
Std,0.020446073252451038,0.05924306685619679,205042887.3155767,0.34640595743371433,4009920.853690756
