GO_Name,Mean_Stationary_Probability
SPC_MPOLY,0.192404
SPC_NONE,0.142794
SPC_MNUF,0.154711
TPC_NONE,0.104441
TPC_MPOLY,0.130652
UC_MPOLY,0.057815
TPC_MNUF,0.121603
UC_NONE,0.044163
UC_MNUF,0.051416
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
