CROSS,SPC_MNUF,SPC_MPOLY,SPC_NONE,TPC_MNUF,TPC_MPOLY,TPC_NONE,UC_MNUF,UC_MPOLY,UC_NONE
SPC_MNUF,0.147903,0.229581,0.152318,0.134658,0.108168,0.099338,0.044150,0.048565,0.035320
SPC_MPOLY,0.159370,0.201401,0.148862,0.106830,0.127846,0.120841,0.036778,0.049037,0.049037
SPC_NONE,0.169412,0.214118,0.157647,0.080000,0.122353,0.084706,0.065882,0.061176,0.044706
TPC_MNUF,0.163435,0.174515,0.135734,0.124654,0.168975,0.085873,0.055402,0.052632,0.038781
TPC_MPOLY,0.138107,0.166240,0.143223,0.130435,0.150895,0.097187,0.066496,0.058824,0.048593
TPC_NONE,0.134615,0.185897,0.125000,0.147436,0.128205,0.099359,0.057692,0.070513,0.051282
UC_MNUF,0.123377,0.188312,0.155844,0.136364,0.097403,0.136364,0.058442,0.045455,0.058442
UC_MPOLY,0.194118,0.152941,0.100000,0.152941,0.129412,0.111765,0.029412,0.088235,0.041176
UC_NONE,0.165414,0.157895,0.142857,0.120301,0.127820,0.157895,0.037594,0.067669,0.022556
