State,Stationary_Probability
SPC_MNUF,0.189380
SPC_MPOLY,0.183462
SPC_NONE,0.141013
TPC_NONE,0.102269
TPC_MNUF,0.100332
TPC_MPOLY,0.089300
UC_MPOLY,0.071778
UC_NONE,0.071200
UC_MNUF,0.051267
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
