ID,Seed,Execution,Generation,GenCreation,isChild,isMutant,Integer_encoding,Binary_encoding,Genotype,Crossover_type,Mutation_type,Search_strategy,Epochs,Accuracy_history,Loss_history,Accuracy,Top1,Top5,Loss,FLOPs,Num_Params,SizeMB,P1_idx,P2_idx,P1,P2,Before_Mut,HD_P1,HD_P2,HD_BM,Succ_Crossover,Succ_Mutation,Total_Crossovers,Total_Mutations,Succ_Crossover_ratio,Succ_Mutation_ratio,Was_invalid,arch_status,NFHT,Trained_Completely,Has_CM,Confusion_matrix,cm_accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro,Ranking,HHSE,Objectives
BJUKFC[M],,1,100,34,False,False,"[14, 22, 20, 38, 18, 38, 51, 22]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [64, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [64, 5]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.591812998304034,0,0,,,,0,FRUFZ[M],AXTWC[M],"[14, 22, 18, 38, 18, 38, 51, 22]","[14, 22, 20, 39, 18, 38, 51, 22]","[14, 22, 20, 38, 18, 38, 51, 22]",0.125,0.125,0.0,67,33,2000,2000,0.0335,0.0165,False,BEST,0.34,False,False,None,0,0,0,0,7.0,False,
BVNIJI[M],,2,100,15,False,False,"[14, 7, 23, 58, 53, 23, 63, 7]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}), ({'CONV': [256, 5]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [128, 5]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 5]}, {'CONV': [256, 5]}), ({'CONV': [32, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5732562716919523,0,0,,,,0,UELUV[M],DZMBR[M],"[14, 17, 23, 58, 52, 23, 63, 7]","[14, 7, 23, 58, 54, 23, 63, 7]","[14, 7, 23, 58, 52, 23, 63, 7]",0.125,0.125,0.125,38,36,2000,2000,0.019,0.018,False,BEST,0.15,False,False,None,0,0,0,0,61.0,False,
BLFDPJ[M],,3,100,21,False,False,"[55, 12, 26, 16, 6, 6, 54, 22]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [256, 3]}, {'CONV': [256, 5]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [64, 3]}), ({'CONV': [64, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5558027467612953,0,0,,,,0,UXLUQ[M],JSLOW[M],"[55, 44, 26, 16, 6, 6, 54, 22]","[54, 12, 26, 41, 6, 5, 54, 22]","[54, 12, 26, 16, 6, 6, 54, 22]",0.25,0.25,0.125,79,45,2000,2000,0.0395,0.0225,False,BEST,0.21,False,False,None,0,0,0,0,165.0,False,
BJITMM[M],,4,100,14,False,False,"[14, 36, 20, 40, 46, 23, 54, 63]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [256, 3]}), ({'CONV': [256, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5818445695923158,0,0,,,,0,KLBPZ[M],PGMXW[M],"[14, 36, 19, 42, 46, 18, 28, 7]","[14, 10, 8, 40, 46, 23, 54, 63]","[14, 36, 19, 40, 46, 23, 54, 63]",0.5,0.25,0.125,44,37,2000,2000,0.022,0.0185,False,BEST,0.14,False,False,None,0,0,0,0,24.0,False,
BRUNMK[M],,5,100,9,False,False,"[26, 31, 2, 46, 7, 47, 25, 55]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [64, 5]}, {'CONV': [64, 3]}), ({'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [256, 5]}), ({'CONV': [128, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [32, 5]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5570635513107731,0,0,,,,0,ICEGP[M],BEZVH[M],"[36, 46, 1, 17, 36, 47, 25, 55]","[26, 31, 2, 46, 7, 19, 25, 55]","[26, 31, 2, 46, 7, 47, 25, 55]",0.625,0.125,0.0,41,32,2000,2000,0.0205,0.016,False,BEST,0.09,False,False,None,0,0,0,0,154.0,False,
BGISVV[M],,6,100,18,False,False,"[34, 54, 50, 23, 39, 23, 54, 39]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [128, 3]}, {'CONV': [64, 3]}), ({'CONV': [256, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [64, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5535347174130681,0,0,,,,0,ZRKGC[M],AHBX[M],"[34, 53, 50, 23, 39, 23, 54, 39]","[34, 0, 48, 23, 39, 23, 54, 39]","[34, 53, 50, 23, 39, 23, 54, 39]",0.0,0.25,0.125,28,15,2000,2000,0.014,0.0075,False,BEST,0.18,False,False,None,0,0,0,0,176.0,False,
BROKZG[M],,7,100,15,False,False,"[2, 28, 44, 38, 10, 7, 62, 62]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [64, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 5]}, {'CONV': [64, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 5]}, {'CONV': [256, 3]}), ({'CONV': [256, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.555977101560972,0,0,,,,0,COPJU[M],EEUSM[M],"[55, 28, 44, 38, 9, 7, 62, 62]","[2, 31, 44, 38, 48, 20, 62, 62]","[2, 28, 44, 38, 9, 7, 62, 62]",0.125,0.375,0.125,65,58,2000,2000,0.0325,0.029,False,BEST,0.15,False,False,None,0,0,0,0,161.0,False,
BCDPPM[M],,8,100,13,False,False,"[6, 12, 4, 21, 48, 38, 28, 31]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [32, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [128, 3]}), ({'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5678345263357297,0,0,,,,0,AALU[M],FASKB[M],"[42, 37, 4, 21, 48, 38, 28, 31]","[6, 12, 4, 34, 48, 38, 28, 31]","[6, 12, 4, 21, 48, 38, 28, 31]",0.25,0.125,0.0,52,35,2000,2000,0.026,0.0175,False,BEST,0.13,False,False,None,0,0,0,0,97.0,False,
BFNYVF[M],,9,100,11,False,False,"[2, 54, 23, 12, 14, 44, 39, 39]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [256, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [128, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5587532665254163,0,0,,,,0,IFXKQ[M],LNODU[M],"[2, 54, 23, 12, 14, 43, 39, 39]","[2, 37, 24, 12, 14, 44, 39, 39]","[2, 54, 23, 12, 14, 44, 39, 39]",0.125,0.25,0.0,45,17,2000,2000,0.0225,0.0085,False,BEST,0.11,False,False,None,0,0,0,0,147.0,False,
BJFTLQ[M],,10,100,12,False,False,"[2, 0, 2, 20, 16, 38, 47, 55]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [32, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [32, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 5]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5778436686981989,0,0,,,,0,ZWGTZ[M],CPOLD[M],"[2, 0, 1, 20, 16, 38, 47, 55]","[2, 59, 32, 20, 16, 38, 47, 55]","[2, 0, 1, 20, 16, 38, 47, 55]",0.0,0.25,0.125,27,20,2000,2000,0.0135,0.01,False,BEST,0.12,False,False,None,0,0,0,0,38.0,False,
