ID,Seed,Execution,Generation,GenCreation,isChild,isMutant,Integer_encoding,Binary_encoding,Genotype,Crossover_type,Mutation_type,Search_strategy,Epochs,Accuracy_history,Loss_history,Accuracy,Top1,Top5,Loss,FLOPs,Num_Params,SizeMB,P1_idx,P2_idx,P1,P2,Before_Mut,HD_P1,HD_P2,HD_BM,Succ_Crossover,Succ_Mutation,Total_Crossovers,Total_Mutations,Succ_Crossover_ratio,Succ_Mutation_ratio,Was_invalid,arch_status,NFHT,Trained_Completely,Has_CM,Confusion_matrix,cm_accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro,Ranking,HHSE,Objectives
BXXRIZ[M],,11,100,24,False,False,"[14, 36, 4, 34, 63, 6, 29, 22]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 5]}, {'CONV': [256, 5]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [128, 5]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5891809813494916,0,0,,,,0,KKCJQ[M],BBCLE[M],"[14, 36, 4, 31, 63, 6, 29, 22]","[14, 36, 4, 34, 63, 6, 8, 22]","[14, 36, 4, 34, 63, 6, 29, 22]",0.125,0.125,0.0,69,41,2000,2000,0.0345,0.0205,False,BEST,0.24,False,False,None,0,0,0,0,9.0,False,
BHUJUF[M],,12,100,37,False,False,"[2, 63, 23, 15, 31, 38, 62, 31]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [256, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}), ({'CONV': [32, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [256, 5]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5760438099233516,0,0,,,,0,GUDBW[M],MUDAE[M],"[2, 63, 23, 15, 31, 38, 60, 31]","[2, 63, 23, 15, 31, 38, 61, 31]","[2, 63, 23, 15, 31, 38, 61, 31]",0.125,0.0,0.125,54,56,2000,2000,0.027,0.028,False,BEST,0.37,False,False,None,0,0,0,0,48.0,False,
BQIIPW[M],,13,100,35,False,False,"[14, 22, 4, 15, 53, 7, 54, 22]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [32, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [128, 5]}), ({'CONV': [32, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5863231620401528,0,0,,,,0,UECVZ[M],OJFOQ[M],"[14, 22, 4, 15, 52, 7, 54, 22]","[14, 22, 4, 15, 52, 7, 54, 22]","[14, 22, 4, 15, 52, 7, 54, 22]",0.0,0.0,0.125,69,53,2000,2000,0.0345,0.0265,False,BEST,0.35,False,False,None,0,0,0,0,16.0,False,
BLJYPM[M],,14,100,16,False,False,"[46, 22, 29, 16, 46, 44, 29, 22]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [128, 5]}), ({'CONV': [64, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [128, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [128, 5]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5734645277387728,0,0,,,,0,BPLSK[M],NLMIE[M],"[46, 22, 29, 16, 46, 45, 29, 22]","[46, 22, 29, 15, 46, 44, 29, 22]","[46, 22, 29, 16, 46, 44, 29, 22]",0.125,0.125,0.0,46,19,2000,2000,0.023,0.0095,False,BEST,0.16,False,False,None,0,0,0,0,60.0,False,
BZSIFB[M],,15,100,33,False,False,"[26, 28, 23, 55, 51, 47, 52, 31]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [64, 5]}, {'CONV': [64, 3]}), ({'CONV': [64, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [64, 5]}), ({'CONV': [128, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5867949610176053,0,0,,,,0,SOSRT[M],KRVVE[M],"[26, 29, 23, 54, 51, 47, 52, 31]","[26, 28, 23, 54, 51, 47, 52, 31]","[26, 28, 23, 54, 51, 47, 52, 31]",0.125,0.0,0.125,60,66,2000,2000,0.03,0.033,False,BEST,0.33,False,False,None,0,0,0,0,14.0,False,
BVPFTA[M],,16,100,14,False,False,"[14, 36, 23, 60, 16, 20, 54, 45]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}), ({'CONV': [256, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [32, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [256, 3]}), ({'CONV': [128, 5]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5759338488022742,0,0,,,,0,GGQDA[M],SWKMK[M],"[14, 36, 23, 60, 56, 20, 54, 46]","[14, 36, 24, 60, 16, 20, 54, 45]","[14, 36, 23, 60, 16, 20, 54, 45]",0.25,0.125,0.0,47,27,2000,2000,0.0235,0.0135,False,BEST,0.14,False,False,None,0,0,0,0,49.0,False,
BEXCZE[M],,17,100,18,False,False,"[16, 62, 2, 38, 10, 41, 47, 55]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [64, 3]}, {'CONV': [32, 3]}), ({'CONV': [256, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 5]}, {'CONV': [64, 3]}), ({'CONV': [128, 5]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 5]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5655370375739815,0,0,,,,0,XDBDO[M],KLCUI[M],"[16, 62, 2, 38, 10, 40, 47, 55]","[16, 62, 1, 38, 11, 41, 47, 55]","[16, 62, 2, 38, 10, 40, 47, 55]",0.0,0.375,0.125,36,43,2000,2000,0.018,0.0215,False,BEST,0.18,False,False,None,0,0,0,0,112.0,False,
BENPUJ[M],,18,100,15,False,False,"[20, 28, 32, 38, 39, 38, 47, 55]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [64, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [32, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 5]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5822795838308217,0,0,,,,0,LZSSA[M],BWUEU[M],"[20, 46, 32, 38, 39, 38, 47, 55]","[20, 27, 32, 38, 39, 37, 47, 55]","[20, 27, 32, 38, 39, 38, 47, 55]",0.125,0.125,0.125,42,32,2000,2000,0.021,0.016,False,BEST,0.15,False,False,None,0,0,0,0,21.0,False,
BFQLKM[M],,19,100,94,False,False,"[14, 28, 48, 39, 46, 6, 63, 54]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [32, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 5]}, {'CONV': [256, 5]}), ({'CONV': [256, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5973708380486461,0,0,,,,0,CWUGR[M],AMMXI[M],"[14, 27, 48, 39, 46, 6, 63, 54]","[14, 26, 48, 39, 46, 6, 63, 54]","[14, 27, 48, 39, 46, 6, 63, 54]",0.0,0.125,0.125,60,47,2000,2000,0.03,0.0235,False,BEST,0.94,False,False,None,0,0,0,0,2.0,False,
BDSNEA[M],,20,100,23,False,False,"[2, 62, 9, 38, 9, 20, 47, 39]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [256, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 5]}, {'CONV': [32, 5]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 5]}, {'CONV': [32, 5]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 5]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5750523898519894,0,0,,,,0,EDNFZ[M],DTUMX[M],"[26, 62, 9, 38, 9, 20, 47, 39]","[2, 10, 57, 38, 9, 20, 47, 39]","[2, 62, 9, 38, 9, 20, 47, 39]",0.125,0.25,0.0,67,45,2000,2000,0.0335,0.0225,False,BEST,0.23,False,False,None,0,0,0,0,54.0,False,
BRXKXU[M],,21,100,27,False,False,"[14, 14, 39, 52, 51, 20, 29, 31]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}), ({'CONV': [256, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [64, 5]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [128, 5]}), ({'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5669762091220494,0,0,,,,0,ZNWMT[M],YUZBD[M],"[14, 14, 39, 51, 51, 20, 29, 31]","[14, 14, 39, 52, 51, 20, 10, 31]","[14, 14, 39, 52, 51, 20, 29, 31]",0.125,0.125,0.0,60,44,2000,2000,0.03,0.022,False,BEST,0.27,False,False,None,0,0,0,0,105.0,False,
BEZIIF[M],,22,100,27,False,False,"[20, 9, 16, 29, 58, 7, 39, 55]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [64, 3]}, {'CONV': [128, 3]}), ({'CONV': [32, 5]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [32, 3]}), ({'CONV': [64, 5]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 5]}, {'CONV': [64, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,0,[],[],0.5747180010472329,0,0,,,,0,AHMG[M],HWORS[M],"[20, 9, 14, 29, 58, 7, 39, 55]","[20, 9, 15, 29, 58, 7, 39, 55]","[20, 9, 15, 29, 58, 7, 39, 55]",0.125,0.0,0.125,47,56,2000,2000,0.0235,0.028,False,BEST,0.27,False,False,None,0,0,0,0,55.0,False,
