GO_Name,Mean_Stationary_Probability
SPC_NONE,0.135882
SPC_MNUF,0.158646
TPC_NONE,0.105797
TPC_MNUF,0.113678
SPC_MPOLY,0.181217
TPC_MPOLY,0.124383
UC_NONE,0.055676
UC_MNUF,0.062137
UC_MPOLY,0.062249
SBX_MNUF,0.000337
SBX_MPOLY,0.000000
SBX_NONE,0.000000
