State,Stationary_Probability
TPC_MPOLY,0.190971
TPC_MNUF,0.151425
SPC_MNUF,0.150658
TPC_NONE,0.150101
SPC_MPOLY,0.112307
UC_MPOLY,0.080770
SPC_NONE,0.071701
UC_MNUF,0.051915
UC_NONE,0.040152
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
