State,Stationary_Probability
SPC_MNUF,0.212121
TPC_MPOLY,0.151515
SPC_MPOLY,0.151515
TPC_MNUF,0.111111
TPC_NONE,0.111111
UC_MNUF,0.070707
SPC_NONE,0.070707
UC_MPOLY,0.070707
UC_NONE,0.050505
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
