State,Stationary_Probability
SPC_MPOLY,0.242424
SPC_MNUF,0.212121
SPC_NONE,0.141414
TPC_MNUF,0.090909
TPC_MPOLY,0.090909
TPC_NONE,0.070707
UC_MNUF,0.070707
UC_NONE,0.060606
UC_MPOLY,0.020202
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
