ID,Seed,Execution,Generation,GenCreation,isChild,isMutant,Integer_encoding,Binary_encoding,Genotype,Crossover_type,Mutation_type,Search_strategy,Epochs,Accuracy_history,Loss_history,Accuracy,Top1,Top5,Loss,FLOPs,Num_Params,SizeMB,P1_idx,P2_idx,P1,P2,Before_Mut,HD_P1,HD_P2,HD_BM,HD_PB,NFHT,Succ_Crossover,Succ_Mutation,Total_Crossovers,Total_Mutations,Succ_Crossover_ratio,Succ_Mutation_ratio,Was_invalid,arch_status,Trained_Completely,Has_CM,Confusion_matrix,cm_accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro,Ranking,NSGA2,HHSE,Objectives
BGPHNU[M],100,1,30,30,TRUE,TRUE,"[2, 28, 18, 38, 46, 21, 13, 22]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [64, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [64, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 5]}, {'CONV': [128, 5]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,70,"[0.125, 0.1444000005722046, 0.19300000369548798, 0.29260000586509705, 0.3659999966621399, 0.43479999899864197, 0.40639999508857727, 0.412200003862381, 0.4726000130176544, 0.42239999771118164, 0.4296000003814697, 0.5303999781608582, 0.5257999897003174, 0.5482000112533569, 0.5368000268936157, 0.5758000016212463, 0.5482000112533569, 0.5618000030517578, 0.5684000253677368, 0.5767999887466431, 0.5932000279426575, 0.6010000109672546, 0.623199999332428, 0.63919997215271, 0.6226000189781189, 0.6543999910354614, 0.6295999884605408, 0.6462000012397766, 0.633400022983551, 0.6389999985694885, 0.6259999871253967, 0.6607999801635742, 0.6620000004768372, 0.6736000180244446, 0.6502000093460083, 0.6704000234603882, 0.6710000038146973, 0.6571999788284302, 0.6657999753952026, 0.6815999746322632, 0.6827999949455261, 0.6783999800682068, 0.6805999875068665, 0.6805999875068665, 0.6809999942779541, 0.6859999895095825, 0.6796000003814697, 0.6814000010490417, 0.6801999807357788, 0.6841999888420105, 0.6883999705314636, 0.6800000071525574, 0.682200014591217, 0.6845999956130981, 0.6859999895095825, 0.6854000091552734, 0.6866000294685364, 0.6823999881744385, 0.6863999962806702, 0.6872000098228455, 0.6869999766349792, 0.6883999705314636, 0.6855999827384949, 0.6848000288009644, 0.6854000091552734, 0.6854000091552734, 0.6848000288009644, 0.6858000159263611, 0.6859999895095825, 0.6866000294685364]","[4.016322135925293, 3.9256515502929688, 3.6444976329803467, 3.1348841190338135, 2.7523529529571533, 2.454160451889038, 2.6449062824249268, 2.9208550453186035, 2.515162229537964, 2.8548715114593506, 2.700841188430786, 2.2270946502685547, 2.2400522232055664, 2.1059272289276123, 2.180579662322998, 1.9078068733215332, 2.2097456455230713, 2.016643762588501, 2.004863977432251, 1.9681212902069092, 1.9167345762252808, 1.9138646125793457, 1.820828914642334, 1.6996619701385498, 1.8704010248184204, 1.6541790962219238, 1.742524266242981, 1.6799812316894531, 1.7819029092788696, 1.7681775093078613, 1.8333609104156494, 1.6712578535079956, 1.6938107013702393, 1.6380606889724731, 1.7637802362442017, 1.6661890745162964, 1.675040602684021, 1.7279120683670044, 1.6797701120376587, 1.632487177848816, 1.6513831615447998, 1.667780876159668, 1.6822818517684937, 1.7020244598388672, 1.6895256042480469, 1.6662582159042358, 1.699438452720642, 1.7159172296524048, 1.7085351943969727, 1.7122275829315186, 1.6839529275894165, 1.7032513618469238, 1.692642331123352, 1.6998529434204102, 1.695680856704712, 1.6873478889465332, 1.6882392168045044, 1.699326753616333, 1.6813814640045166, 1.6988873481750488, 1.6899162530899048, 1.6950058937072754, 1.7033743858337402, 1.6997321844100952, 1.7030390501022339, 1.6917927265167236, 1.694016933441162, 1.704735517501831, 1.7068027257919312, 1.710059404373169]",0.688399971,0,0,,890008064,2619684,9.993301392,SFBHO[M],KIUT[M],"[2, 28, 18, 38, 46, 22, 14, 22]","[2, 4, 18, 20, 46, 21, 13, 22]","[2, 28, 18, 38, 46, 21, 13, 22]",0.25,0.25,0,3,1,569,1136,6000,6000,0.094833333,0.189333333,FALSE,BEST,TRUE,FALSE,,0,0,0,0,96,TRUE,FALSE,
BOYWXT[M],101,2,30,27,TRUE,TRUE,"[2, 4, 4, 38, 46, 12, 46, 55]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,70,"[0.09040000289678574, 0.11240000277757645, 0.23420000076293945, 0.31220000982284546, 0.2847999930381775, 0.38519999384880066, 0.36640000343322754, 0.421999990940094, 0.4528000056743622, 0.4684000015258789, 0.43959999084472656, 0.4449999928474426, 0.446399986743927, 0.47999998927116394, 0.4909999966621399, 0.5845999717712402, 0.5824000239372253, 0.5598000288009644, 0.5649999976158142, 0.6187999844551086, 0.6001999974250793, 0.5139999985694885, 0.5920000076293945, 0.6047999858856201, 0.6223999857902527, 0.6371999979019165, 0.651199996471405, 0.6597999930381775, 0.6449999809265137, 0.6656000018119812, 0.6499999761581421, 0.645799994468689, 0.6272000074386597, 0.6642000079154968, 0.6353999972343445, 0.6948000192642212, 0.6919999718666077, 0.6919999718666077, 0.6797999739646912, 0.6868000030517578, 0.6844000220298767, 0.6967999935150146, 0.7009999752044678, 0.6880000233650208, 0.6909999847412109, 0.6880000233650208, 0.6930000185966492, 0.6890000104904175, 0.6977999806404114, 0.6962000131607056, 0.6931999921798706, 0.7013999819755554, 0.6944000124931335, 0.7024000287055969, 0.6958000063896179, 0.7026000022888184, 0.7020000219345093, 0.7008000016212463, 0.7027999758720398, 0.7013999819755554, 0.704200029373169, 0.7024000287055969, 0.7031999826431274, 0.7027999758720398, 0.7026000022888184, 0.7013999819755554, 0.7038000226020813, 0.7027999758720398, 0.7031999826431274, 0.7035999894142151]","[4.3112101554870605, 4.8941569328308105, 3.402099132537842, 3.0205559730529785, 3.2914702892303467, 2.7447147369384766, 3.0089828968048096, 2.6712894439697266, 2.543718099594116, 2.4686670303344727, 2.6457371711730957, 2.660426139831543, 2.677187442779541, 2.520066738128662, 2.4696879386901855, 2.006369113922119, 1.9693361520767212, 2.138502836227417, 2.1029791831970215, 1.8465995788574219, 1.9157828092575073, 2.5020105838775635, 2.0284743309020996, 1.9219443798065186, 1.876833200454712, 1.8215371370315552, 1.764328956604004, 1.696363925933838, 1.7904361486434937, 1.671747088432312, 1.740050196647644, 1.8117051124572754, 2.011918306350708, 1.7402734756469727, 1.8573906421661377, 1.6146726608276367, 1.634216547012329, 1.6668177843093872, 1.7432767152786255, 1.70869779586792, 1.6939575672149658, 1.658202886581421, 1.6540441513061523, 1.7122524976730347, 1.7236818075180054, 1.7371693849563599, 1.716922640800476, 1.7330710887908936, 1.7081663608551025, 1.7058815956115723, 1.7369253635406494, 1.6987203359603882, 1.7274760007858276, 1.7061408758163452, 1.718353271484375, 1.6859052181243896, 1.6980409622192383, 1.7061651945114136, 1.7068443298339844, 1.717042326927185, 1.710005283355713, 1.7044519186019897, 1.710565209388733, 1.7115542888641357, 1.724661111831665, 1.7243695259094238, 1.7163759469985962, 1.7146079540252686, 1.714643955230713, 1.7201255559921265]",0.704200029,0,0,,727378944,4933412,18.81947327,UCHWX[M],WYMLG[M],"[2, 4, 4, 0, 14, 12, 13, 55]","[0, 4, 4, 38, 46, 12, 46, 55]","[2, 4, 4, 38, 46, 12, 46, 55]",0.375,0.125,0,0,0.9,724,1091,6000,6000,0.120666667,0.181833333,FALSE,BEST,TRUE,FALSE,,0,0,0,0,60,TRUE,FALSE,
BRSXPB[M],102,3,30,24,TRUE,TRUE,"[2, 0, 18, 38, 46, 12, 46, 62]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [32, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [64, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [256, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,70,"[0.11680000275373459, 0.19519999623298645, 0.15000000596046448, 0.3197999894618988, 0.3856000006198883, 0.31540000438690186, 0.38359999656677246, 0.3314000070095062, 0.38119998574256897, 0.47679999470710754, 0.453000009059906, 0.47279998660087585, 0.4722000062465668, 0.5099999904632568, 0.5392000079154968, 0.4864000082015991, 0.5248000025749207, 0.5135999917984009, 0.5112000107765198, 0.5297999978065491, 0.5911999940872192, 0.6064000129699707, 0.6057999730110168, 0.61080002784729, 0.6000000238418579, 0.629800021648407, 0.5906000137329102, 0.5835999846458435, 0.6406000256538391, 0.6222000122070312, 0.6092000007629395, 0.6144000291824341, 0.6177999973297119, 0.5920000076293945, 0.642799973487854, 0.6751999855041504, 0.6636000275611877, 0.6556000113487244, 0.6535999774932861, 0.652999997138977, 0.6686000227928162, 0.6801999807357788, 0.6732000112533569, 0.6747999787330627, 0.6823999881744385, 0.6777999997138977, 0.6723999977111816, 0.6791999936103821, 0.6715999841690063, 0.6805999875068665, 0.6809999942779541, 0.6840000152587891, 0.6949999928474426, 0.6926000118255615, 0.6953999996185303, 0.6991999745368958, 0.6935999989509583, 0.6940000057220459, 0.6966000199317932, 0.6908000111579895, 0.6953999996185303, 0.6977999806404114, 0.6930000185966492, 0.6953999996185303, 0.6948000192642212, 0.6962000131607056, 0.696399986743927, 0.6990000009536743, 0.6952000260353088, 0.6958000063896179]","[4.038332939147949, 3.5454354286193848, 4.236903667449951, 2.891606330871582, 2.673143148422241, 3.1550991535186768, 2.7242720127105713, 3.370680570602417, 2.862062454223633, 2.4035146236419678, 2.57000732421875, 2.4346301555633545, 2.482802152633667, 2.322890520095825, 2.1885292530059814, 2.4574952125549316, 2.2982075214385986, 2.3674721717834473, 2.4019041061401367, 2.3073153495788574, 2.031343460083008, 1.9280797243118286, 1.917601227760315, 1.9010134935379028, 1.9456230401992798, 1.813032627105713, 2.035832166671753, 2.068373203277588, 1.798387050628662, 1.8913509845733643, 1.9794872999191284, 1.9367018938064575, 1.9903970956802368, 2.0687096118927, 1.8509958982467651, 1.6971076726913452, 1.7220687866210938, 1.8031896352767944, 1.7710644006729126, 1.8255945444107056, 1.7625750303268433, 1.6919676065444946, 1.702974557876587, 1.6893490552902222, 1.705374836921692, 1.7177730798721313, 1.739770531654358, 1.694230079650879, 1.7890160083770752, 1.7725536823272705, 1.753111720085144, 1.7582762241363525, 1.6916717290878296, 1.7286180257797241, 1.721541166305542, 1.706712245941162, 1.73587167263031, 1.7332675457000732, 1.7227054834365845, 1.7481681108474731, 1.725319504737854, 1.7253607511520386, 1.7540818452835083, 1.751358985900879, 1.7511568069458008, 1.7540949583053589, 1.747870922088623, 1.7486892938613892, 1.760011076927185, 1.7642916440963745]",0.699199975,0,0,,622644224,4813092,18.36048889,DTLFP[M],FAWLB[M],"[2, 0, 16, 1, 34, 6, 19, 22]","[2, 1, 18, 38, 46, 12, 46, 62]","[2, 0, 18, 38, 46, 12, 46, 62]",0.75,0.125,0,0,0.8,602,1014,6000,6000,0.100333333,0.169,FALSE,BEST,TRUE,FALSE,,0,0,0,0,80,TRUE,FALSE,
BSUWK[M],103,4,30,18,TRUE,TRUE,"[14, 18, 35, 30, 9, 6, 62, 6]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [64, 5]}), ({'CONV': [64, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 5]}, {'CONV': [32, 5]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,70,"[0.09000000357627869, 0.13019999861717224, 0.2401999980211258, 0.34040001034736633, 0.2752000093460083, 0.3919999897480011, 0.35019999742507935, 0.3984000086784363, 0.43880000710487366, 0.46140000224113464, 0.46140000224113464, 0.42080000042915344, 0.48559999465942383, 0.4397999942302704, 0.515999972820282, 0.5055999755859375, 0.5306000113487244, 0.4912000000476837, 0.501800000667572, 0.5052000284194946, 0.4169999957084656, 0.5288000106811523, 0.5938000082969666, 0.5825999975204468, 0.6051999926567078, 0.5802000164985657, 0.598800003528595, 0.6176000237464905, 0.6345999836921692, 0.6168000102043152, 0.6132000088691711, 0.6204000115394592, 0.6240000128746033, 0.6110000014305115, 0.6317999958992004, 0.6376000046730042, 0.6453999876976013, 0.635200023651123, 0.6621999740600586, 0.6535999774932861, 0.6425999999046326, 0.6399999856948853, 0.6565999984741211, 0.6416000127792358, 0.6692000031471252, 0.6650000214576721, 0.6547999978065491, 0.6759999990463257, 0.6674000024795532, 0.6632000207901001, 0.6751999855041504, 0.66839998960495, 0.6765999794006348, 0.6722000241279602, 0.6833999752998352, 0.676800012588501, 0.6718000173568726, 0.6845999956130981, 0.6643999814987183, 0.6729999780654907, 0.6899999976158142, 0.6797999739646912, 0.6873999834060669, 0.6814000010490417, 0.6808000206947327, 0.6912000179290771, 0.6901999711990356, 0.6908000111579895, 0.6883999705314636, 0.6908000111579895]","[4.224104881286621, 3.893439769744873, 3.328120708465576, 2.8445229530334473, 3.3477323055267334, 2.7056403160095215, 2.917020797729492, 2.6975200176239014, 2.5082311630249023, 2.38665771484375, 2.4446523189544678, 2.732651472091675, 2.334409475326538, 2.569380760192871, 2.273310661315918, 2.306364059448242, 2.1718227863311768, 2.3981266021728516, 2.3267719745635986, 2.4220547676086426, 2.8993260860443115, 2.1910879611968994, 1.9367722272872925, 2.0275306701660156, 1.8160693645477295, 2.0159993171691895, 1.8774142265319824, 1.835813283920288, 1.7459462881088257, 1.813490629196167, 1.8127802610397339, 1.8269904851913452, 1.8232321739196777, 1.7820827960968018, 1.8136560916900635, 1.7997527122497559, 1.7117509841918945, 1.7874422073364258, 1.6426573991775513, 1.688857078552246, 1.741639494895935, 1.7860357761383057, 1.7253445386886597, 1.8039710521697998, 1.6441150903701782, 1.6590566635131836, 1.7150802612304688, 1.6248382329940796, 1.6587660312652588, 1.714023232460022, 1.613832950592041, 1.6980475187301636, 1.6728566884994507, 1.6865837574005127, 1.5989844799041748, 1.6506513357162476, 1.6665685176849365, 1.6496202945709229, 1.7243199348449707, 1.6843935251235962, 1.6067309379577637, 1.6598130464553833, 1.660125970840454, 1.6563825607299805, 1.6510906219482422, 1.6381033658981323, 1.6447468996047974, 1.6477127075195312, 1.6507843732833862, 1.6602566242218018]",0.691200018,0,0,,1027489280,3562660,13.59046936,DEUDK[M],BNEKR[M],"[14, 18, 35, 30, 9, 6, 6, 4]","[14, 19, 34, 38, 9, 6, 62, 6]","[14, 18, 35, 30, 9, 6, 62, 6]",0.25,0.375,0,0,0.6,716,815,6000,6000,0.119333333,0.135833333,FALSE,BEST,TRUE,FALSE,,0,0,0,0,7,TRUE,FALSE,
BLGLUZ[M],104,5,30,29,TRUE,TRUE,"[2, 5, 3, 14, 46, 6, 15, 55]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [32, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [64, 5]}), ({'CONV': [32, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 5]}, {'CONV': [256, 5]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,70,"[0.12240000069141388, 0.18539999425411224, 0.287200003862381, 0.32420000433921814, 0.34439998865127563, 0.4065999984741211, 0.4323999881744385, 0.44020000100135803, 0.3874000012874603, 0.44620001316070557, 0.4749999940395355, 0.4259999990463257, 0.5253999829292297, 0.4950000047683716, 0.5153999924659729, 0.49160000681877136, 0.4959999918937683, 0.5347999930381775, 0.5929999947547913, 0.5932000279426575, 0.5866000056266785, 0.6281999945640564, 0.6060000061988831, 0.6151999831199646, 0.5943999886512756, 0.5960000157356262, 0.6046000123023987, 0.6507999897003174, 0.6492000222206116, 0.6675999760627747, 0.6480000019073486, 0.6442000269889832, 0.6570000052452087, 0.6444000005722046, 0.6665999889373779, 0.6890000104904175, 0.6826000213623047, 0.6845999956130981, 0.6819999814033508, 0.6705999970436096, 0.6740000247955322, 0.6862000226974487, 0.6891999840736389, 0.6917999982833862, 0.6908000111579895, 0.6859999895095825, 0.6923999786376953, 0.6984000205993652, 0.6931999921798706, 0.6962000131607056, 0.6919999718666077, 0.699999988079071, 0.6966000199317932, 0.6991999745368958, 0.7008000016212463, 0.6991999745368958, 0.699400007724762, 0.7026000022888184, 0.696399986743927, 0.7003999948501587, 0.7003999948501587, 0.6990000009536743, 0.7034000158309937, 0.7003999948501587, 0.7017999887466431, 0.701200008392334, 0.7009999752044678, 0.7013999819755554, 0.7026000022888184, 0.7016000151634216]","[4.0234575271606445, 3.7905445098876953, 3.126349687576294, 3.0127220153808594, 2.966179847717285, 2.6603314876556396, 2.549304962158203, 2.543458938598633, 2.9077553749084473, 2.6016573905944824, 2.4718034267425537, 2.7797091007232666, 2.228241205215454, 2.4062986373901367, 2.2895607948303223, 2.414527177810669, 2.4188952445983887, 2.243781566619873, 1.953300952911377, 1.9503052234649658, 1.9725971221923828, 1.8035297393798828, 1.9180107116699219, 1.8794591426849365, 2.0271823406219482, 2.032557725906372, 1.9323679208755493, 1.7383544445037842, 1.7600431442260742, 1.6600173711776733, 1.7838388681411743, 1.8000699281692505, 1.7834839820861816, 1.8129754066467285, 1.7023332118988037, 1.6204094886779785, 1.6785402297973633, 1.6376569271087646, 1.6792359352111816, 1.739734411239624, 1.7130995988845825, 1.6796602010726929, 1.6777347326278687, 1.6784578561782837, 1.688289999961853, 1.6914615631103516, 1.668502688407898, 1.6667217016220093, 1.6980412006378174, 1.692838430404663, 1.7229514122009277, 1.6718175411224365, 1.6762362718582153, 1.6782575845718384, 1.658033847808838, 1.6861933469772339, 1.6839025020599365, 1.6817333698272705, 1.694262146949768, 1.6891249418258667, 1.6923589706420898, 1.6915837526321411, 1.684146523475647, 1.6935203075408936, 1.6828968524932861, 1.6873382329940796, 1.6849521398544312, 1.691036581993103, 1.6782164573669434, 1.6928441524505615]",0.703400016,0,0,,684772864,4306212,16.42689514,CVJYQ[M],NNVTD[M],"[0, 4, 3, 14, 46, 6, 15, 55]","[2, 5, 3, 14, 2, 6, 19, 55]","[2, 5, 3, 14, 46, 6, 15, 55]",0.25,0.25,0,0,0.966666667,681,984,6000,6000,0.1135,0.164,FALSE,BEST,TRUE,FALSE,,0,0,0,0,22,TRUE,FALSE,
BPJKXV[M],105,6,30,25,TRUE,TRUE,"[14, 5, 4, 30, 14, 6, 2, 4]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MPAR,GA,70,"[0.07599999755620956, 0.09700000286102295, 0.19220000505447388, 0.2896000146865845, 0.2572000026702881, 0.3012000024318695, 0.38440001010894775, 0.35120001435279846, 0.44020000100135803, 0.3610000014305115, 0.42160001397132874, 0.43939998745918274, 0.414000004529953, 0.48739999532699585, 0.4307999908924103, 0.4973999857902527, 0.4318000078201294, 0.42800000309944153, 0.48539999127388, 0.5174000263214111, 0.5063999891281128, 0.43479999899864197, 0.49720001220703125, 0.4749999940395355, 0.5275999903678894, 0.6204000115394592, 0.5920000076293945, 0.5974000096321106, 0.6141999959945679, 0.600600004196167, 0.6060000061988831, 0.6039999723434448, 0.5893999934196472, 0.621399998664856, 0.6592000126838684, 0.6281999945640564, 0.6381999850273132, 0.6340000033378601, 0.6478000283241272, 0.6403999924659729, 0.6661999821662903, 0.6656000018119812, 0.66839998960495, 0.6636000275611877, 0.6705999970436096, 0.6675999760627747, 0.6711999773979187, 0.6647999882698059, 0.6686000227928162, 0.6809999942779541, 0.6638000011444092, 0.6722000241279602, 0.6769999861717224, 0.6729999780654907, 0.6751999855041504, 0.6797999739646912, 0.6836000084877014, 0.6797999739646912, 0.6850000023841858, 0.6848000288009644, 0.6833999752998352, 0.6827999949455261, 0.6801999807357788, 0.680400013923645, 0.6815999746322632, 0.6826000213623047, 0.6827999949455261, 0.682200014591217, 0.6830000281333923, 0.6815999746322632]","[4.344852924346924, 4.295571327209473, 3.583639144897461, 2.964296579360962, 3.2242696285247803, 3.0694422721862793, 2.66644024848938, 2.8383162021636963, 2.423367500305176, 3.0321202278137207, 2.6143863201141357, 2.5812788009643555, 2.7724297046661377, 2.33518385887146, 2.6751458644866943, 2.227773427963257, 2.8189828395843506, 2.815424919128418, 2.4210774898529053, 2.221336603164673, 2.3205926418304443, 2.8334617614746094, 2.443411111831665, 2.894749402999878, 2.2896549701690674, 1.8653664588928223, 2.031261920928955, 1.918028473854065, 1.8412244319915771, 1.9370092153549194, 1.9265681505203247, 1.9481743574142456, 2.002931833267212, 1.8527878522872925, 1.668845534324646, 1.8219226598739624, 1.8002586364746094, 1.8324460983276367, 1.7159258127212524, 1.7663363218307495, 1.6612677574157715, 1.6875416040420532, 1.6865726709365845, 1.6630167961120605, 1.6753896474838257, 1.662247657775879, 1.6649442911148071, 1.706713318824768, 1.6808195114135742, 1.629530668258667, 1.7210350036621094, 1.6960320472717285, 1.6829105615615845, 1.6673195362091064, 1.6610201597213745, 1.6463650465011597, 1.6377835273742676, 1.6428247690200806, 1.6444369554519653, 1.6415868997573853, 1.655115008354187, 1.6551244258880615, 1.6712968349456787, 1.6778552532196045, 1.666491985321045, 1.6655179262161255, 1.6617761850357056, 1.6586947441101074, 1.6631115674972534, 1.6634334325790405]",0.685000002,0,0,,901776896,1322404,5.044570923,LJRHS[M],GKGLM[M],"[2, 0, 2, 0, 2, 1, 2, 4]","[14, 5, 4, 30, 14, 6, 20, 4]","[14, 5, 4, 30, 14, 6, 2, 4]",0.75,0.125,0,0,0.833333333,764,1012,6000,6000,0.127333333,0.168666667,FALSE,BEST,TRUE,FALSE,,0,0,0,0,75,TRUE,FALSE,
