ID,Seed,Execution,Generation,GenCreation,isChild,isMutant,Integer_encoding,Binary_encoding,Genotype,Crossover_type,Mutation_type,Search_strategy,Epochs,Accuracy_history,Accuracy,Top1,Top5,Loss,FLOPs,Num_Params,SizeMB,HD_P1,HD_P2,HD_BM,HD_PB,NFHT,Succ_Crossover_ratio,Succ_Mutation_ratio,arch_status,Trained_Completely,Has_CM,cm_accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro,Ranking,NSGA2,HHSE,Objectives
BGKOZO[M],6,1,70,36,FALSE,FALSE,"[62, 22, 9, 38, 46, 7, 23, 31]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [256, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 5]}, {'CONV': [32, 5]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}), ({'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,SUCCMUT,GA,70,"[0.08659999817609787, 0.20890000462532043, 0.3021000027656555, 0.31040000915527344, 0.40049999952316284, 0.41130000352859497, 0.4456000030040741, 0.4163999855518341, 0.4361000061035156, 0.4805999994277954, 0.510200023651123, 0.47029998898506165, 0.49549999833106995, 0.5246000289916992, 0.5318999886512756, 0.5351999998092651, 0.5009999871253967, 0.5217999815940857, 0.5414999723434448, 0.6172000169754028, 0.6050000190734863, 0.6223999857902527, 0.628000020980835, 0.6101999878883362, 0.5985999703407288, 0.6294000148773193, 0.6381999850273132, 0.6371999979019165, 0.6029999852180481, 0.6194000244140625, 0.6435999870300293, 0.6417999863624573, 0.6416000127792358, 0.6486999988555908, 0.6723999977111816, 0.663100004196167, 0.661899983882904, 0.6826000213623047, 0.6642000079154968, 0.673799991607666, 0.6640999913215637, 0.6786999702453613, 0.6851000189781189, 0.6931999921798706, 0.6990000009536743, 0.699999988079071, 0.7013000249862671, 0.6977999806404114, 0.6937000155448914, 0.6935999989509583, 0.70660001039505, 0.6930999755859375, 0.704200029373169, 0.7063000202178955, 0.7117000222206116, 0.7042999863624573, 0.7031000256538391, 0.7109000086784363, 0.7120000123977661, 0.7150999903678894, 0.7135000228881836, 0.7143999934196472, 0.7121999859809875, 0.7129999995231628, 0.7135999798774719, 0.7152000069618225, 0.7141000032424927, 0.7139000296592712, 0.7156000137329102, 0.7139000296592712]",0.71390003,0,0,,,,0,0.375,0.125,0,0,0.514285714,0,0,BEST,TRUE,FALSE,0,0,0,0,1,FALSE,TRUE,"{'Accuracy': 'MAX', 'FLOPs': 'MIN', 'Num_params': 'MIN'}"
