Operator,Count
SPC_MPOLY,658
SBX_MPOLY,326
SPC_MNUF,316
SPC_NONE,290
SBX_MNUF,279
TPC_MPOLY,236
SBX_NONE,201
TPC_MNUF,159
TPC_NONE,152
UC_MNUF,138
UC_MPOLY,130
UC_NONE,115
