Operator,Count
NONE_MNUF,5
UC_MNUF,7
SPC_MNUF,5
NONE_MPOLY,7
SBX_MNUF,2
SBX_NONE,9
TPC_MPOLY,8
SBX_MPOLY,18
UC_MPOLY,13
SPC_MPOLY,11
UC_NONE,6
SPC_NONE,3
TPC_NONE,4
TPC_MNUF,2
