Operator,Count
SBX_NONE,383
SPC_MPOLY,292
SBX_MPOLY,276
UC_MPOLY,252
TPC_MPOLY,247
SPC_MNUF,234
TPC_MNUF,214
UC_MNUF,196
NONE_MPOLY,181
SBX_MNUF,165
NONE_MNUF,161
TPC_NONE,149
SPC_NONE,134
UC_NONE,116
