Operator,Count
NONE_MNUF,6
UC_MNUF,10
SPC_MNUF,5
TPC_MNUF,4
NONE_MPOLY,5
UC_MPOLY,13
SBX_MNUF,2
SPC_MPOLY,13
TPC_MPOLY,6
SBX_NONE,11
SBX_MPOLY,11
SPC_NONE,8
UC_NONE,2
TPC_NONE,4
