Execution,Accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro,FLOPs,Num_Params
1,0.7400056858859255,,,,6163343360.0,8609572.0
2,0.7286277060219902,,,,3274487808.0,5406116.0
3,0.7402275324226083,,,,6238881792.0,9199908.0
4,0.7405160478704561,,,,6291320832.0,10838820.0
5,0.7405160478704561,,,,6291320832.0,10838820.0
6,0.7365423940805956,,,,1465061376.0,4429860.0
7,0.7319103826152653,,,,2361856000.0,8120100.0
8,0.7321110453723902,,,,4214165504.0,6552612.0
9,0.7384130226804234,,,,6014962176.0,7118244.0
10,0.7353205774727084,,,,3961858560.0,7651620.0
11,0.7404322788108301,,,,4476168192.0,7760676.0
12,0.7354660358328963,,,,6433968128.0,11953444.0
13,0.7312178447714927,,,,4103660544.0,8232484.0
14,0.7405160478704561,,,,6291320832.0,10838820.0
15,0.729052350557775,,,,3000700928.0,8432420.0
16,0.7393017148222871,,,,6274461696.0,10805796.0
17,0.7292055837453659,,,,2447112192.0,9334692.0
18,0.7393017148222871,,,,6274461696.0,10805796.0
19,0.7340874536704841,,,,5139277824.0,8109348.0
20,0.7391368381167516,,,,6081564672.0,9199908.0
21,0.7350366816779652,,,,4727752704.0,8757028.0
22,0.7390131993744393,,,,6222022656.0,9166884.0
23,0.7403990933910651,,,,6180120576.0,9133860.0
24,0.7297527317957759,,,,3175828480.0,10587684.0
25,0.7402275324226083,,,,6238881792.0,9199908.0
26,0.7314226381321522,,,,2866634752.0,6773924.0
27,0.7332186059013102,,,,7692177408.0,9986340.0
28,0.7406347661459081,,,,4811311104.0,8797732.0
29,0.7376597560446113,,,,4554402304.0,7941284.0
30,0.7344904808848163,,,,3479488512.0,5991972.0
Mean,0.7361254597028033,,,,4891619174.4,8685855.733333332
Std,0.004088208994763665,,,,1559387736.245158,1739172.806396093
