Execution,Accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro,FLOPs,Num_Params
1,0.7201004642986534,,,,2286236672.0,5595684.0
2,0.7195084670504428,,,,1050313216.0,2627876.0
3,0.7204064634846087,,,,1025939968.0,1999908.0
4,0.7178521252889212,,,,1166969344.0,2764580.0
5,0.7213579374343263,,,,1399659008.0,2889252.0
6,0.71995014887178,,,,1148703232.0,2179748.0
7,0.7277289087126501,,,,1364738048.0,4239012.0
8,0.7340245606249592,,,,1283194880.0,3675172.0
9,0.7300162155206337,,,,2892474880.0,4130084.0
10,0.7280871651857707,,,,1201541120.0,3816484.0
11,0.7219977833847487,,,,1202092032.0,3332900.0
12,0.7237287580894863,,,,1593284608.0,3413924.0
13,0.7249086266226638,,,,845895680.0,2106276.0
14,0.7262250442514114,,,,1174552576.0,5236900.0
15,0.7183963275354934,,,,767370752.0,3319204.0
16,0.7194428676638891,,,,1273983488.0,2554404.0
17,0.7289027234856188,,,,1044953600.0,2540580.0
18,0.7273386533841437,,,,1729993216.0,2994980.0
19,0.724988892713241,,,,1076152832.0,5267876.0
20,0.7273124565991811,,,,1764964352.0,4081444.0
21,0.7227675583081433,,,,1338357760.0,3476516.0
22,0.7293618587728454,,,,834909184.0,4737700.0
23,0.7273166006341811,,,,1629370880.0,2798500.0
24,0.7241242551005157,,,,1417142272.0,3206180.0
25,0.7237191631353761,,,,1488181248.0,6699684.0
26,0.7269501229162578,,,,1343395840.0,3528740.0
27,0.7229451040330082,,,,704479232.0,3381412.0
28,0.7243920773648992,,,,1515249664.0,3833636.0
29,0.7243047611031174,,,,1057341952.0,2708132.0
30,0.724837735092776,,,,1261298176.0,2875556.0
Mean,0.724433127555458,,,,1329424657.0666666,3533744.8
Std,0.003796614011717098,,,,433651507.76888514,1082466.6719325327
