Execution,Accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro,FLOPs,Num_Params
1,0.7235983374333548,,,,766870016.0,2406436.0
2,0.7267369032915983,,,,1381193728.0,3612580.0
3,0.7181630484990553,,,,1585857024.0,2052004.0
4,0.7213993850888627,,,,1099612672.0,2758180.0
5,0.720805438661669,,,,950034432.0,2321444.0
6,0.7229395647741341,,,,1663048192.0,2962724.0
7,0.7196926890641563,,,,1522391040.0,2306596.0
8,0.7254602628078969,,,,1439772672.0,4761252.0
9,0.7218128211141346,,,,893944320.0,2628772.0
10,0.7251901330561087,,,,1042948608.0,2647460.0
11,0.7198663024508004,,,,935072256.0,1857444.0
12,0.7169427414949593,,,,784982528.0,1988004.0
13,0.7289027234856188,,,,1044953600.0,2540580.0
14,0.7244674124676008,,,,947421184.0,2122532.0
15,0.7286190215244581,,,,1292603392.0,4837028.0
16,0.7215510639495749,,,,1054141952.0,3009316.0
17,0.721891877239737,,,,1122613760.0,2473636.0
18,0.7234553511004979,,,,1473531904.0,5134628.0
19,0.7211852438372548,,,,1635195392.0,2760740.0
20,0.7223589276437455,,,,836453376.0,1811108.0
21,0.7185054553974376,,,,634593792.0,2233380.0
22,0.7237238424990656,,,,936796672.0,1790372.0
23,0.7198198919161378,,,,1083817984.0,2474788.0
24,0.7273216650822237,,,,1073592320.0,3436836.0
25,0.7230704407890294,,,,1391178240.0,2180388.0
26,0.7235490215483105,,,,939724800.0,2115364.0
27,0.7220700438758731,,,,1414341120.0,2888868.0
28,0.7224625874473237,,,,1674232320.0,3487268.0
29,0.7148222597721581,,,,791386624.0,1402916.0
30,0.7243939018701495,,,,900563968.0,2089892.0
Mean,0.7224926119727646,,,,1143762329.6,2703084.533333333
Std,0.0031764012073508116,,,,297425076.60020345,893255.3098478894
