GO_Name,Mean_Stationary_Probability
SBX_MPOLY,0.308931
TPC_MPOLY,0.154294
SPC_MPOLY,0.195660
UC_MPOLY,0.153060
NONE_MPOLY,0.047574
SBX_MNUF,0.039532
TPC_MNUF,0.021598
NONE_MNUF,0.007330
SPC_MNUF,0.027889
UC_MNUF,0.021472
SBX_NONE,0.015236
SPC_NONE,0.002364
TPC_NONE,0.002688
UC_NONE,0.002370
