GO_Name,Mean_Stationary_Probability
TPC_MPOLY,0.134849
SPC_MPOLY,0.186547
SPC_MNUF,0.158465
TPC_MNUF,0.126290
SPC_NONE,0.137723
UC_MPOLY,0.049659
TPC_NONE,0.111228
UC_NONE,0.046549
UC_MNUF,0.048689
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
