Execution,Accuracy,FLOPs,Num_Params
1,0.7192743643999951,3001551872.0,8783524.0
2,0.7084002249405067,2971164672.0,6901412.0
3,0.7101465294420789,3726733312.0,8238756.0
4,0.7112356825631029,1202933760.0,5103652.0
5,0.7101246358610076,2229181440.0,5366692.0
6,0.7067889442104508,1841077248.0,3760932.0
7,0.7112847045527358,2982980096.0,7347748.0
8,0.7094435432212709,1564033024.0,4955940.0
9,0.7091453820175416,1568927232.0,6452004.0
10,0.7156525205833012,1082033152.0,5962916.0
11,0.7113011569878779,1727525888.0,6751652.0
12,0.7125173643786864,1306719744.0,6328228.0
13,0.7139435685291521,2549828608.0,8089380.0
14,0.7143894589125854,1356753408.0,4640932.0
15,0.7130567718764287,1524979712.0,4555556.0
16,0.709268792502807,1436089344.0,3890980.0
17,0.7104675399217247,1253628928.0,3697700.0
18,0.7095061747507571,1258913792.0,5631780.0
19,0.7109008441135319,1971718144.0,5182628.0
20,0.7075962925095588,7558621696.0,5927588.0
21,0.7096212823686769,1424543744.0,4215076.0
22,0.7134116463244387,2745915392.0,6707492.0
23,0.7058964562128145,1676409856.0,6097316.0
24,0.713920094888252,7880749056.0,7694628.0
25,0.7070372535036659,778737664.0,4242596.0
26,0.7133142492656143,1241869824.0,3817508.0
27,0.7131584795861565,2122360320.0,5615652.0
28,0.7095047734201356,2604330496.0,5784228.0
29,0.7110940246127831,2282575872.0,6614436.0
30,0.7087510919431537,1802576896.0,8507172.0
Mean,0.7110051282800265,2289182139.733333,5895536.8
Std,0.0028360148606045186,1604967811.5488164,1453520.9650626623
