ID,Seed,Execution,Generation,GenCreation,isChild,isMutant,Integer_encoding,Binary_encoding,Genotype,Crossover_type,Mutation_type,Search_strategy,Epochs,Accuracy_history,Loss_history,Accuracy,Top1,Top5,Loss,FLOPs,Num_Params,SizeMB,P1_idx,P2_idx,P1,P2,Before_Mut,HD_P1,HD_P2,HD_BM,Succ_Crossover,Succ_Mutation,Total_Crossovers,Total_Mutations,Succ_Crossover_ratio,Succ_Mutation_ratio,Was_invalid,arch_status,NFHT,Trained_Completely,Has_CM,Confusion_matrix,cm_accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro,Ranking,HHSE,Objectives
BNTTKU,62,21,100,56,FALSE,FALSE,"[14, 32, 5, 16, 39, 47, 54, 21]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 5]}), ({'CONV': [64, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}), ({'CONV': [128, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,HHSE,RANDOM,70,"[0.10559999942779541, 0.16179999709129333, 0.2863999903202057, 0.30079999566078186, 0.3073999881744385, 0.35260000824928284, 0.43880000710487366, 0.4090000092983246, 0.3921999931335449, 0.44040000438690186, 0.43860000371932983, 0.43320000171661377, 0.5357999801635742, 0.5371999740600586, 0.526199996471405, 0.5464000105857849, 0.5252000093460083, 0.5005999803543091, 0.5419999957084656, 0.5730000138282776, 0.5559999942779541, 0.5651999711990356, 0.5720000267028809, 0.5928000211715698, 0.5580000281333923, 0.5509999990463257, 0.5727999806404114, 0.5631999969482422, 0.5943999886512756, 0.5896000266075134, 0.6399999856948853, 0.600600004196167, 0.6323999762535095, 0.6190000176429749, 0.6236000061035156, 0.6075999736785889, 0.6380000114440918, 0.6462000012397766, 0.6502000093460083, 0.640999972820282, 0.6503999829292297, 0.6607999801635742, 0.6603999733924866, 0.651199996471405, 0.6624000072479248, 0.6642000079154968, 0.6625999808311462, 0.6520000100135803, 0.6615999937057495, 0.6589999794960022, 0.6639999747276306, 0.6629999876022339, 0.6650000214576721, 0.6588000059127808, 0.6629999876022339, 0.6636000275611877, 0.6661999821662903, 0.6629999876022339, 0.6628000140190125, 0.6665999889373779, 0.6657999753952026, 0.6675999760627747, 0.6693999767303467, 0.66839998960495, 0.6674000024795532, 0.6692000031471252, 0.6660000085830688, 0.6686000227928162, 0.6686000227928162, 0.6668000221252441]","[4.004357814788818, 3.7608418464660645, 3.062751531600952, 2.965927839279175, 3.152535915374756, 2.839423179626465, 2.408606767654419, 2.6049656867980957, 2.74014949798584, 2.4940860271453857, 2.5485596656799316, 2.59244704246521, 2.1184983253479004, 2.1073033809661865, 2.174278736114502, 1.9963884353637695, 2.1416423320770264, 2.4640891551971436, 2.1157705783843994, 1.9373873472213745, 2.0225107669830322, 2.023064136505127, 1.9493355751037598, 1.9201595783233643, 2.046647310256958, 2.087783098220825, 1.9901070594787598, 2.080777883529663, 1.9291679859161377, 2.0227653980255127, 1.723934531211853, 1.914573073387146, 1.7858198881149292, 1.8672000169754028, 1.8578294515609741, 1.9454548358917236, 1.7642534971237183, 1.766816258430481, 1.7351902723312378, 1.788252592086792, 1.7663521766662598, 1.7140220403671265, 1.7023295164108276, 1.7321244478225708, 1.7111060619354248, 1.7004767656326294, 1.7126904726028442, 1.749497413635254, 1.700055718421936, 1.7251390218734741, 1.7266836166381836, 1.7259713411331177, 1.7186859846115112, 1.7620717287063599, 1.7339080572128296, 1.716264009475708, 1.7021281719207764, 1.729293704032898, 1.7481331825256348, 1.7274953126907349, 1.7209463119506836, 1.734315037727356, 1.7238620519638062, 1.7206472158432007, 1.7238197326660156, 1.728557825088501, 1.7270185947418213, 1.724730134010315, 1.7349673509597778, 1.735319972038269]",0.669399977,0.662299991,0.8905,,742507372,4920612,18.77064514,,,,,,-1,-1,-1,0,0,0,0,0,0,FALSE,BEST,0.56,TRUE,TRUE,"[[76  0  1 ...  0  0  0]
 [ 0 73  0 ...  0  0  0]
 [ 0  0 55 ...  0  3  0]
 ...
 [ 0  0  0 ... 63  0  0]
 [ 0  0  0 ...  0 46  1]
 [ 0  0  0 ...  0  0 67]]",0.6623,0.674838686,0.6623,0.66272048,,TRUE,"{'Accuracy': 'MAX', 'FLOPs': 'MIN', 'Num_params': 'MIN'}"
BDHOMO,63,22,100,35,FALSE,FALSE,"[14, 48, 51, 63, 4, 38, 51, 54]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [256, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [64, 5]}), ({'CONV': [256, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [64, 5]}), ({'CONV': [256, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,HHSE,RANDOM,0,[],[],0.569230249,0,0,,1559124460,5794852,22.10560608,,,,,,-1,-1,-1,0,0,0,0,0,0,FALSE,BEST,0.35,FALSE,FALSE,None,0,0,0,0,,TRUE,"{'Accuracy': 'MAX', 'FLOPs': 'MIN', 'Num_params': 'MIN'}"
BXSXVP,64,23,100,57,FALSE,FALSE,"[14, 4, 10, 38, 18, 52, 52, 7]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 5]}, {'CONV': [64, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [64, 3]}), ({'CONV': [256, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [128, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,HHSE,RANDOM,0,[],[],0.567780912,0,0,,484460908,2371876,9.047988892,,,,,,-1,-1,-1,0,0,0,0,0,0,FALSE,BEST,0.57,FALSE,FALSE,None,0,0,0,0,,TRUE,"{'Accuracy': 'MAX', 'FLOPs': 'MIN', 'Num_params': 'MIN'}"
BGHJRX,65,24,100,7,FALSE,FALSE,"[14, 27, 34, 12, 52, 6, 55, 39]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 5]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [64, 3]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [128, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,HHSE,RANDOM,0,[],[],0.566828379,0,0,,857851820,5183140,19.77210999,,,,,,-1,-1,-1,0,0,0,0,0,0,FALSE,BEST,0.07,FALSE,FALSE,None,0,0,0,0,,TRUE,"{'Accuracy': 'MAX', 'FLOPs': 'MIN', 'Num_params': 'MIN'}"
BTORQC,66,25,100,44,FALSE,FALSE,"[13, 18, 23, 37, 46, 54, 23, 55]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [128, 5]}), ({'CONV': [64, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}), ({'CONV': [128, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [256, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,HHSE,RANDOM,0,[],[],0.568144302,0,0,,772742700,6423972,24.50550842,,,,,,-1,-1,-1,0,0,0,0,0,0,FALSE,BEST,0.44,FALSE,FALSE,None,0,0,0,0,,TRUE,"{'Accuracy': 'MAX', 'FLOPs': 'MIN', 'Num_params': 'MIN'}"
BHZYRZ,67,26,100,95,FALSE,FALSE,"[37, 4, 45, 19, 39, 20, 28, 55]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [128, 3]}, {'CONV': [128, 5]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [128, 5]}), ({'CONV': [64, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [128, 3]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,HHSE,RANDOM,0,[],[],0.56419508,0,0,,972186924,5066660,19.32777405,,,,,,-1,-1,-1,0,0,0,0,0,0,FALSE,BEST,0.95,FALSE,FALSE,None,0,0,0,0,,TRUE,"{'Accuracy': 'MAX', 'FLOPs': 'MIN', 'Num_params': 'MIN'}"
BDTQQE,68,27,100,71,FALSE,FALSE,"[14, 21, 30, 60, 32, 6, 24, 7]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [256, 3]}), ({'CONV': [256, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [32, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [32, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,HHSE,RANDOM,0,[],[],0.570345864,0,0,,1175171500,3856548,14.71156311,,,,,,-1,-1,-1,0,0,0,0,0,0,FALSE,BEST,0.71,FALSE,FALSE,None,0,0,0,0,,TRUE,"{'Accuracy': 'MAX', 'FLOPs': 'MIN', 'Num_params': 'MIN'}"
BNISXB,69,28,100,7,FALSE,FALSE,"[46, 20, 4, 29, 21, 47, 63, 55]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 5]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [128, 5]}), ({'CONV': [128, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 5]}, {'CONV': [256, 5]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,HHSE,RANDOM,0,[],[],0.569048691,0,0,,1116340012,8522660,32.5113678,,,,,,-1,-1,-1,0,0,0,0,0,0,FALSE,BEST,0.07,FALSE,FALSE,None,0,0,0,0,,TRUE,"{'Accuracy': 'MAX', 'FLOPs': 'MIN', 'Num_params': 'MIN'}"
BFOWIF,70,29,100,85,FALSE,FALSE,"[14, 57, 50, 28, 26, 47, 39, 54]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [256, 5]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [64, 3]}), ({'CONV': [64, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [64, 3]}), ({'CONV': [128, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}), ({'CONV': [256, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,HHSE,RANDOM,0,[],[],0.564631376,0,0,,2271770924,6158244,23.49183655,,,,,,-1,-1,-1,0,0,0,0,0,0,FALSE,BEST,0.85,FALSE,FALSE,None,0,0,0,0,,TRUE,"{'Accuracy': 'MAX', 'FLOPs': 'MIN', 'Num_params': 'MIN'}"
BYJMMY,71,30,100,45,FALSE,FALSE,"[14, 28, 18, 62, 42, 47, 34, 62]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [64, 3]}), ({'CONV': [256, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [64, 3]}), ({'CONV': [128, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [64, 3]}), ({'CONV': [256, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,HHSE,RANDOM,0,[],[],0.571439209,0,0,,1116690860,5185188,19.77992249,,,,,,-1,-1,-1,0,0,0,0,0,0,FALSE,BEST,0.45,FALSE,FALSE,None,0,0,0,0,,TRUE,"{'Accuracy': 'MAX', 'FLOPs': 'MIN', 'Num_params': 'MIN'}"
