GO_Name,Mean_Stationary_Probability
SPC_MPOLY,0.219382
SPC_MNUF,0.104389
TPC_MPOLY,0.078827
SPC_NONE,0.094343
TPC_MNUF,0.052699
SBX_NONE,0.068559
SBX_MPOLY,0.111123
SBX_MNUF,0.095236
TPC_NONE,0.049610
UC_MPOLY,0.041979
UC_NONE,0.037676
UC_MNUF,0.046178
