Operator,Count
TPC_NONE,676
UC_NONE,626
SPC_NONE,617
SBX_MPOLY,244
SPC_MPOLY,174
UC_MPOLY,156
TPC_MPOLY,152
SBX_NONE,108
NONE_MPOLY,64
SPC_MNUF,57
TPC_MNUF,50
UC_MNUF,43
SBX_MNUF,27
NONE_MNUF,6
