Operator,Count
SBX_NONE,5
SPC_MNUF,2
SBX_MPOLY,14
SPC_NONE,20
UC_MPOLY,7
TPC_MPOLY,2
UC_NONE,19
NONE_MPOLY,2
SPC_MPOLY,3
TPC_NONE,24
SBX_MNUF,1
UC_MNUF,1
