Operator,Count
SPC_MNUF,3
SBX_MNUF,1
SBX_MPOLY,3
UC_MNUF,1
UC_NONE,22
TPC_NONE,28
TPC_MPOLY,2
SPC_NONE,31
NONE_MPOLY,1
SPC_MPOLY,3
UC_MPOLY,1
SBX_NONE,1
TPC_MNUF,3
