Operator,Count
SPC_MPOLY,620
SPC_MNUF,548
SPC_NONE,463
TPC_MPOLY,371
TPC_MNUF,344
TPC_NONE,319
UC_MPOLY,129
UC_MNUF,103
UC_NONE,103
