State,Stationary_Probability
UC_NONE,0.222580
SPC_NONE,0.201228
SPC_MPOLY,0.147933
TPC_NONE,0.129912
TPC_MPOLY,0.100100
UC_MPOLY,0.085410
TPC_MNUF,0.062403
SBX_MPOLY,0.030826
SBX_NONE,0.010117
SBX_MNUF,0.009490
NONE_MNUF,0.000000
NONE_MPOLY,0.000000
SPC_MNUF,0.000000
UC_MNUF,0.000000
