State,Stationary_Probability
TPC_NONE,0.242825
UC_NONE,0.211001
TPC_MPOLY,0.172882
SBX_MPOLY,0.081233
SPC_NONE,0.080030
SPC_MPOLY,0.079916
UC_MPOLY,0.049935
UC_MNUF,0.031770
NONE_MPOLY,0.020095
SPC_MNUF,0.010590
TPC_MNUF,0.010118
SBX_MNUF,0.009605
NONE_MNUF,0.000000
SBX_NONE,0.000000
