State,Stationary_Probability
UC_NONE,0.320740
TPC_NONE,0.170170
SPC_NONE,0.133622
UC_MPOLY,0.080804
TPC_MPOLY,0.061307
SPC_MPOLY,0.058019
SBX_MPOLY,0.040072
TPC_MNUF,0.039998
SPC_MNUF,0.033634
NONE_MNUF,0.021312
NONE_MPOLY,0.020302
UC_MNUF,0.010010
SBX_MNUF,0.010010
SBX_NONE,0.000000
