Operator,Count
SPC_MNUF,1
SBX_MPOLY,9
TPC_MNUF,7
TPC_NONE,21
UC_MPOLY,7
TPC_MPOLY,8
SPC_NONE,13
UC_NONE,19
SPC_MPOLY,9
NONE_MPOLY,2
SBX_MNUF,1
UC_MNUF,2
NONE_MNUF,1
