Operator,Count
SBX_MPOLY,13
SPC_MPOLY,6
UC_MPOLY,8
TPC_MPOLY,12
UC_NONE,19
SPC_NONE,20
TPC_NONE,15
SPC_MNUF,1
SBX_MNUF,3
TPC_MNUF,1
UC_MNUF,2
