GO_Name,Mean_Stationary_Probability
SBX_MPOLY,0.675988
SBX_MNUF,0.310949
TPC_MPOLY,0.002887
NONE_MNUF,0.000000
NONE_MPOLY,0.003736
SPC_MNUF,0.000000
SPC_MPOLY,0.003226
TPC_MNUF,0.000000
UC_MNUF,0.000000
UC_MPOLY,0.003213
