State,Stationary_Probability
SBX_MPOLY,0.574359
SBX_MNUF,0.410256
NONE_MPOLY,0.010256
TPC_MPOLY,0.005128
NONE_MNUF,0.000000
SPC_MNUF,0.000000
SPC_MPOLY,0.000000
TPC_MNUF,0.000000
UC_MNUF,0.000000
UC_MPOLY,0.000000
