GO_Name,Mean_Stationary_Probability
SPC_MNUF,0.157550
TPC_NONE,0.118025
SPC_NONE,0.162785
TPC_MPOLY,0.124303
SPC_MPOLY,0.195330
TPC_MNUF,0.123425
UC_MPOLY,0.042031
UC_MNUF,0.034972
UC_NONE,0.041578
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
