State,Stationary_Probability
SPC_MPOLY,0.184393
SPC_NONE,0.163748
TPC_NONE,0.141082
TPC_MPOLY,0.139473
TPC_MNUF,0.137594
SPC_MNUF,0.082308
UC_NONE,0.051457
UC_MNUF,0.050581
UC_MPOLY,0.049364
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
