State,Stationary_Probability
TPC_MPOLY,0.221457
SPC_MPOLY,0.193036
SPC_NONE,0.131482
SPC_MNUF,0.121103
UC_MPOLY,0.101054
TPC_MNUF,0.089939
UC_NONE,0.060849
TPC_NONE,0.050105
UC_MNUF,0.030976
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
