Operator,Count
SPC_MPOLY,558
SPC_MNUF,475
SPC_NONE,414
TPC_MPOLY,403
TPC_MNUF,378
TPC_NONE,336
UC_MPOLY,147
UC_MNUF,146
UC_NONE,143
