Operator,Count
NONE_MNUF,2
SPC_MNUF,9
UC_MNUF,6
TPC_MNUF,4
SPC_MPOLY,16
UC_MPOLY,16
SBX_MPOLY,23
NONE_MPOLY,4
SBX_MNUF,6
TPC_MPOLY,13
SBX_NONE,1
