Operator,Count
NONE_MNUF,1
SPC_MNUF,3
SBX_MNUF,4
SBX_MPOLY,35
UC_MPOLY,9
SPC_MPOLY,22
NONE_MPOLY,4
TPC_MPOLY,16
SBX_NONE,1
TPC_MNUF,3
UC_MNUF,2
