Operator,Count
SBX_MPOLY,908
SPC_MPOLY,574
TPC_MPOLY,454
UC_MPOLY,447
NONE_MPOLY,139
SBX_MNUF,121
SPC_MNUF,94
UC_MNUF,78
TPC_MNUF,73
NONE_MNUF,46
SBX_NONE,44
TPC_NONE,8
SPC_NONE,7
UC_NONE,7
