Operator,Count
SBX_NONE,971
SPC_MNUF,200
UC_MNUF,192
TPC_MNUF,189
SBX_MNUF,183
SBX_MPOLY,161
SPC_NONE,156
SPC_MPOLY,153
UC_NONE,147
TPC_NONE,142
NONE_MNUF,129
TPC_MPOLY,128
UC_MPOLY,127
NONE_MPOLY,122
