GO_Name,Mean_Stationary_Probability
SBX_MPOLY,0.322553
TPC_MPOLY,0.161720
SPC_MPOLY,0.175849
UC_MPOLY,0.138060
NONE_MPOLY,0.047409
SBX_MNUF,0.045586
UC_MNUF,0.028599
SPC_MNUF,0.024922
NONE_MNUF,0.005954
SBX_NONE,0.015021
SPC_NONE,0.003647
TPC_MNUF,0.025169
TPC_NONE,0.003071
UC_NONE,0.002441
