Operator,Count
SBX_MPOLY,462
SPC_MPOLY,457
SBX_MNUF,367
SBX_NONE,302
TPC_MPOLY,228
SPC_MNUF,193
TPC_MNUF,189
UC_MPOLY,179
SPC_NONE,168
TPC_NONE,168
UC_MNUF,147
UC_NONE,140
