State,Stationary_Probability
TPC_MPOLY,0.172929
TPC_MNUF,0.153091
SPC_MPOLY,0.129489
SPC_MNUF,0.126793
TPC_NONE,0.112900
UC_MNUF,0.102092
SPC_NONE,0.101857
UC_NONE,0.069591
UC_MPOLY,0.031257
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
