State,Stationary_Probability
SPC_MNUF,0.232871
SPC_MPOLY,0.200222
TPC_MPOLY,0.183093
SPC_NONE,0.131623
TPC_MNUF,0.090862
UC_MPOLY,0.071467
TPC_NONE,0.050014
UC_MNUF,0.039848
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
UC_NONE,0.000000
