GO_Name,Mean_Stationary_Probability
SPC_MPOLY,0.190702
SPC_MNUF,0.157911
TPC_MPOLY,0.116420
SPC_NONE,0.128952
UC_NONE,0.050214
TPC_MNUF,0.119201
UC_MPOLY,0.069399
UC_MNUF,0.063390
TPC_NONE,0.101458
SBX_MNUF,0.001341
SBX_MPOLY,0.000337
SBX_NONE,0.000673
