Execution,Accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro,FLOPs,Num_Params
1,0.7160000205039978,0.728678427,0.716,0.716968746,820663660.0,5185828.0
2,0.6972000002861023,0.709137182,0.6969,0.697864375,340287852.0,2827556.0
3,0.692799985408783,0.705015304,0.6926,0.692893451,492056364.0,1552292.0
4,0.7063000202178955,0.718683619,0.7063,0.707569911,539914732.0,5556260.0
5,0.699400007724762,0.712230894,0.6995,0.700246215,1390434860.0,4812196.0
6,0.7184000015258789,0.72723747,0.7185,0.718793671,733425068.0,5964452.0
7,0.7027999758720398,0.715347601,0.7028,0.703721319,2366123180.0,8459428.0
8,0.6851000189781189,0.699141627,0.6851,0.686186966,936736108.0,3021092.0
9,0.6866000294685364,0.699533459,0.6866,0.686593462,587639596.0,4243364.0
10,0.6805999875068665,0.693508099,0.6806,0.681374785,950441772.0,2888612.0
11,0.7006999850273132,0.714240254,0.7008,0.701844847,1128527276.0,3800740.0
12,0.7013000249862671,0.712865103,0.7012,0.701253734,338819500.0,2575012.0
13,0.710099995136261,0.722240131,0.7101,0.711239783,1437987372.0,7286180.0
14,0.6933000087738037,0.705251719,0.6933,0.694155725,1034373548.0,7902884.0
15,0.7172999978065491,0.730113316,0.7174,0.718475068,1113389484.0,6470308.0
16,0.6790000200271606,0.691629887,0.679,0.679432178,891570220.0,7439268.0
17,0.6898999810218811,0.704424711,0.6898,0.691251393,844438124.0,2315044.0
18,0.7027000188827515,0.712505217,0.7026,0.702556437,574039404.0,4452644.0
19,0.7062000036239624,0.71564769,0.7062,0.706446791,2785524588.0,5886244.0
20,0.7080000042915344,0.720498751,0.708,0.708868685,776331436.0,6506660.0
21,0.7020999789237976,0.713846787,0.7021,0.703098799,504842796.0,3437988.0
22,0.708299994468689,0.720920509,0.7083,0.709318443,3141730860.0,7548324.0
23,0.7106999754905701,0.721954153,0.7106,0.711431336,2156614444.0,5868452.0
24,0.7185999751091003,0.730750373,0.7185,0.719691396,977509100.0,8212004.0
25,0.6891999840736389,0.702829337,0.6892,0.689845447,471754156.0,5870244.0
26,0.7131999731063843,0.725862508,0.7132,0.71484052,700888940.0,3806500.0
27,0.7103999853134155,0.720620692,0.7102,0.710792159,2663287020.0,6198820.0
28,0.7113000154495239,0.722576369,0.7114,0.712144709,1816773484.0,7233828.0
29,0.7028999924659729,0.716662986,0.7029,0.704430014,1654733356.0,5470628.0
30,0.7067000269889832,0.719331959,0.7067,0.707340427,1529918892.0,5498532.0
Mean,0.702236666282018,0.7144428711333333,0.7022133333333334,0.7030223597333333,1190025906.4,5276379.466666667
Std,0.010870246476539943,0.010361638973624266,0.010883373659955915,0.010984255351301464,750938042.4626577,1873234.195143144
