Execution,Accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro,FLOPs,Num_Params
1,0.6793000102043152,0.69092096,0.6794,0.679643837,681022956.0,5944356.0
2,0.6883999705314636,0.702288505,0.6884,0.689395467,438133804.0,3429796.0
3,0.6976000070571899,0.707156524,0.6973,0.697140791,853292460.0,3291812.0
4,0.7071999907493591,0.719660726,0.7072,0.707974722,2462350572.0,6909476.0
5,0.692799985408783,0.705995965,0.6926,0.693988464,633870060.0,3807780.0
6,0.7092000246047974,0.720245523,0.7093,0.710198712,613038828.0,5647908.0
7,0.6973000168800354,0.707527448,0.6972,0.697836009,710722348.0,4258724.0
8,0.6924999952316284,0.705548097,0.6925,0.693741698,1509982828.0,5735716.0
9,0.7056000232696533,0.716612163,0.7056,0.705948523,867867692.0,2829732.0
10,0.6924999952316284,0.70350526,0.6925,0.692546252,1557292268.0,3928612.0
11,0.715499997138977,0.725760986,0.7156,0.716113245,2009755948.0,6801316.0
12,0.7067999839782715,0.717504208,0.7068,0.707798825,893861932.0,8317348.0
13,0.6906999945640564,0.702138414,0.6908,0.691260565,710766444.0,2868516.0
14,0.6972000002861023,0.712131725,0.6972,0.699023069,1127582444.0,6524452.0
15,0.7019000053405762,0.712341955,0.7019,0.7021903,2424646252.0,6648612.0
16,0.7021999955177307,0.713381175,0.7022,0.702822439,945955628.0,4269988.0
17,0.7121000289916992,0.724906154,0.7122,0.713877944,692951468.0,5325476.0
18,0.7035999894142151,0.715207755,0.7036,0.704418613,2112708652.0,6565284.0
19,0.6949999928474426,0.709751833,0.6949,0.696115824,1061984172.0,3773092.0
20,0.6956999897956848,0.709070437,0.6957,0.69688985,993704364.0,3200164.0
21,0.701200008392334,0.710757855,0.7012,0.701621695,2591253484.0,5017636.0
22,0.7055000066757202,0.717796343,0.7056,0.706322535,1117282348.0,3869092.0
23,0.7069000005722046,0.7173437,0.7069,0.707504918,1184469740.0,3927588.0
24,0.692799985408783,0.706408762,0.6929,0.694183829,700132012.0,3779748.0
25,0.7111999988555908,0.721939928,0.7111,0.711835179,978905836.0,6057508.0
26,0.6784999966621399,0.690401768,0.6785,0.679351423,1259145580.0,3608356.0
27,0.644599974155426,0.662474203,0.6446,0.645142375,1422547628.0,2698916.0
28,0.703000009059906,0.71457272,0.703,0.703761089,1090441196.0,4755492.0
29,0.6934999823570251,0.706346002,0.6936,0.695116133,1207517676.0,5023780.0
30,0.7045000195503235,0.71664218,0.7045,0.705270182,1370020524.0,6457508.0
Mean,0.6974933326244355,0.7095446424666666,0.6974933333333333,0.6983011502333334,1207440238.1333334,4842459.466666667
Std,0.013129361447313411,0.012085329199075047,0.01313389846499847,0.013176647450532021,572881601.1784406,1461597.127807334
