Execution,Accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro,FLOPs,Num_Params
1,0.707099974155426,0.718653945,0.7071,0.708375383,1287774572.0,6722852.0
2,0.7023000121116638,0.715798174,0.7024,0.703874868,526593900.0,4596004.0
3,0.7141000032424927,0.728158251,0.7141,0.715914594,3456985836.0,7767588.0
4,0.6869999766349792,0.69958967,0.6871,0.687574757,540388460.0,3142436.0
5,0.7050999999046326,0.714879117,0.7051,0.705593836,975200556.0,6314916.0
6,0.7069000005722046,0.71983192,0.7068,0.707950285,992940012.0,5368868.0
7,0.70660001039505,0.71767984,0.7066,0.70699984,1345296108.0,6968868.0
8,0.6984000205993652,0.710622249,0.6984,0.699302613,1428212396.0,3703972.0
9,0.6992999911308289,0.712478175,0.6991,0.700346972,797212652.0,4293668.0
10,0.7117000222206116,0.722783849,0.7116,0.712046606,3168272940.0,8111524.0
11,0.6909000277519226,0.702874867,0.6911,0.691752691,580196908.0,2932132.0
12,0.67330002784729,0.685941869,0.6734,0.674149204,721488108.0,2748452.0
13,0.6983000040054321,0.716147112,0.6983,0.699958383,823395628.0,7837604.0
14,0.7023000121116638,0.713616417,0.7023,0.703437646,2027339756.0,7087140.0
15,0.6741999983787537,0.687593774,0.6742,0.674926351,484062828.0,2409252.0
16,0.7056000232696533,0.716574162,0.7056,0.706459681,1110554796.0,4445348.0
17,0.708299994468689,0.71834298,0.7083,0.708780565,437755052.0,6540452.0
18,0.6858999729156494,0.697602243,0.686,0.686699359,2773178476.0,7003940.0
19,0.6819000244140625,0.694209073,0.6818,0.681699937,1749824812.0,5588900.0
20,0.6995999813079834,0.709874406,0.6997,0.699896392,846086444.0,7003044.0
21,0.7113000154495239,0.724219275,0.7113,0.712523193,1171180268.0,6171172.0
22,0.695900022983551,0.713330625,0.6958,0.697502866,793340588.0,6621348.0
23,0.6926000118255615,0.705728155,0.6927,0.693786324,631313260.0,3670308.0
24,0.699999988079071,0.710603292,0.7,0.700416843,730115244.0,7277732.0
25,0.6837000250816345,0.697259309,0.6837,0.684702525,1466717420.0,5412388.0
26,0.6837000250816345,0.697463934,0.6837,0.68473103,548450220.0,4510372.0
27,0.6930999755859375,0.707766152,0.693,0.694654069,1385440236.0,7627812.0
28,0.6879000067710876,0.700509828,0.6879,0.689264201,2259761580.0,4962980.0
29,0.6886000037193298,0.703229665,0.6886,0.690111727,1228463212.0,2768676.0
30,0.6895999908447266,0.699278534,0.6895,0.689259698,615760172.0,5680036.0
Mean,0.6961733380953471,0.7087546953999999,0.6961733333333335,0.6970897479666667,1230110081.3333333,5509659.466666667
Std,0.01080194054276613,0.01057523402110571,0.010785203856312695,0.010895497019723243,781348440.5292449,1705736.0610331977
