ID,Seed,Execution,Generation,GenCreation,Progress,isChild,isMutant,Integer_encoding,Binary_encoding,Genotype,Crossover_type,Mutation_type,Search_strategy,Epochs,Accuracy_history,Loss_history,Accuracy,Top1,Top5,Loss,FLOPs,Num_Params,SizeMB,P1_idx,P2_idx,P1,P2,Before_Mut,HV,dHV,HD_P1,HD_P2,HD_BM,HD_PB,NFHT,Succ_Crossover,Succ_Mutation,Total_Crossovers,Total_Mutations,Succ_Crossover_ratio,Succ_Mutation_ratio,Was_invalid,arch_status,Trained_Completely,Has_CM,Confusion_matrix,cm_accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro,Ranking,NSGA2,HHSE,Objectives,RAM,Improved
BWVGML[M],62,21,30,30,1,TRUE,TRUE,"[14, 6, 4, 23, 36, 38, 54, 12]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2TRUE,GA,,,,0.72742466,,,,1029756928,3196708,,,,,,"[14, 6, 4, 23, 36, 38, 54, 12]",0.841624268,-0.109770644,0.125,0.125,0,1,1,,,,,0,0,,BEST,FALSE,FALSE,,,,,,14,TRUE,TRUE,,38,NONE
BSSXUW[M],63,22,30,15,1,TRUE,TRUE,"[2, 6, 4, 23, 46, 31, 6, 22]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2TRUE,GA,,,,0.724763616,,,,838113792,3135012,,,,,,"[2, 6, 4, 23, 46, 31, 6, 22]",0.733641056,-0.129368701,0.125,0.5,0,0,0.5,,,,,0,0,,BEST,FALSE,FALSE,,,,,,41,TRUE,TRUE,,38.1,NONE
BLVKME,64,23,30,10,1,TRUE,FALSE,"[3, 39, 16, 38, 36, 38, 6, 22]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 3]}, {'CONV': [64, 5]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [32, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2TRUE,GA,,,,0.726547908,,,,2362165760,2823844,,,,,,,0.862107081,-0.043489986,0.5,0.125,0,0,0.333333333,,,,,0,0,,BEST,FALSE,FALSE,,,,,,25,TRUE,TRUE,,38.3,NONE
BTGJKZ[M],65,24,30,6,1,TRUE,TRUE,"[14, 37, 43, 23, 46, 20, 55, 12]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [64, 5]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2TRUE,GA,,,,0.729795553,,,,2490771456,5424676,,,,,,"[14, 37, 43, 23, 46, 20, 55, 12]",0.877036021,-0.049701153,0.5,0.25,0,0,0.2,,,,,0,0,,BEST,FALSE,FALSE,,,,,,6,TRUE,TRUE,,38.4,NONE
BFSKWE[M],66,25,30,13,1,TRUE,TRUE,"[14, 6, 4, 38, 36, 22, 6, 12]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2TRUE,GA,,,,0.725580276,,,,947487232,1901476,,,,,,"[14, 6, 4, 38, 36, 22, 6, 12]",0.771021631,-0.123446583,0.375,0.125,0,0,0.433333333,,,,,0,0,,BEST,FALSE,FALSE,,,,,,31,TRUE,TRUE,,38.7,NONE
BGBOQE,67,26,30,30,1,TRUE,FALSE,"[3, 12, 7, 39, 36, 38, 39, 55]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 3]}, {'CONV': [64, 5]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [256, 5]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2TRUE,GA,,,,0.730780008,,,,1244554240,5778084,,,,,,,0.78446379,-0.132147031,0.125,0.125,0,1,1,,,,,0,0,,BEST,FALSE,FALSE,,,,,,1,TRUE,TRUE,,38.8,NONE
BZHDDD[M],68,27,30,21,1,TRUE,TRUE,"[14, 12, 7, 39, 46, 6, 38, 12]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [256, 5]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2TRUE,GA,,,,0.730475396,,,,1641191424,3839652,,,,,,"[14, 12, 7, 39, 46, 6, 38, 12]",0.762244687,-0.118000126,0.125,0.375,0,0,0.7,,,,,0,0,,BEST,FALSE,FALSE,,,,,,3,TRUE,TRUE,,39.1,NONE
BLXXKB[M],69,28,30,27,1,TRUE,TRUE,"[20, 14, 2, 38, 36, 22, 54, 31]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [64, 3]}, {'CONV': [128, 3]}), ({'CONV': [32, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2TRUE,GA,,,,0.721855465,,,,980664320,3447076,,,,,,"[20, 14, 2, 38, 36, 22, 54, 31]",0.904043962,-0.022498427,0.625,0.125,0,0,0.9,,,,,0,0,,BEST,FALSE,FALSE,,,,,,73,TRUE,TRUE,,39.2,NONE
BFTHRL[M],70,29,30,16,1,TRUE,TRUE,"[14, 22, 14, 38, 22, 22, 55, 12]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2TRUE,GA,,,,0.725117121,,,,1468471296,4373156,,,,,,"[14, 22, 14, 38, 22, 22, 55, 12]",0.795190487,-0.118474184,0.25,0.25,0,0,0.533333333,,,,,0,0,,BEST,FALSE,FALSE,,,,,,39,TRUE,TRUE,,39.6,NONE
BVWQEF[M],71,30,30,23,1,TRUE,TRUE,"[14, 6, 4, 23, 36, 62, 54, 12]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}), ({'CONV': [256, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,NSGA2TRUE,GA,,,,0.729939173,,,,1153529856,4163876,,,,,,"[14, 6, 4, 23, 36, 62, 54, 12]",0.840072918,-0.080725369,0.125,0.375,0,0,0.766666667,,,,,0,0,,BEST,FALSE,FALSE,,,,,,5,TRUE,TRUE,,39.6,NONE
