State,Stationary_Probability
SPC_MPOLY,0.241244
TPC_MNUF,0.181026
TPC_NONE,0.159848
SPC_NONE,0.142240
SPC_MNUF,0.112472
TPC_MPOLY,0.092600
UC_MNUF,0.031935
UC_MPOLY,0.019580
UC_NONE,0.019055
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
