State,Stationary_Probability
SPC_MNUF,0.204211
SPC_MPOLY,0.202570
SPC_NONE,0.159678
TPC_MNUF,0.142367
TPC_MPOLY,0.100869
TPC_NONE,0.089098
UC_NONE,0.051011
UC_MNUF,0.029447
UC_MPOLY,0.020749
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
