State,Stationary_Probability
SPC_MNUF,0.192299
TPC_MPOLY,0.191070
SPC_MPOLY,0.172185
TPC_NONE,0.110664
TPC_MNUF,0.110516
SPC_NONE,0.100865
UC_NONE,0.071694
UC_MNUF,0.040578
UC_MPOLY,0.010129
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
