Execution,HD_P1,HD_P2,HD_BM,HD_PB,Succ_Crossover_ratio,Succ_Mutation_ratio,NFHT,HV
1,0.125,0.125,0.0,1.0,0.1398333333333333,0.0855,1.0,0.8780099411391067
2,0.125,0.625,0.0,0.0,0.1195,0.0743333333333333,0.7666666666666667,0.9136252311873148
3,0.125,0.375,0.0,3.0,0.1496666666666666,0.0751666666666666,1.0,0.8982885887382294
4,0.375,0.375,0.0,3.0,0.1458333333333333,0.0835,1.0,0.9111388647658653
5,0.25,0.375,0.0,0.0,0.1511666666666666,0.0683333333333333,0.4,0.9186185823558282
6,0.125,0.5,0.0,0.0,0.1371666666666666,0.0846666666666666,0.8333333333333334,0.8949028380698848
7,0.25,0.625,0.0,0.0,0.1466666666666666,0.0881666666666666,0.7666666666666667,0.9069809766188516
8,0.25,0.375,0.0,2.0,0.1298333333333333,0.104,1.0,0.9290931555186506
9,0.125,0.5,0.375,0.0,0.1486666666666666,0.0846666666666666,0.7,0.8679850100043867
10,0.375,0.125,0.0,0.0,0.1465,0.0901666666666666,0.7666666666666667,0.8493410269410657
11,0.125,0.25,0.0,0.0,0.1328333333333333,0.0935,0.9666666666666668,0.9419283150742834
12,0.375,0.125,0.0,0.0,0.1443333333333333,0.0871666666666666,0.8,0.8716916184284671
13,0.25,0.125,0.0,3.0,0.132,0.0768333333333333,1.0,0.8807430774865459
14,0.125,0.25,0.0,0.0,0.1475,0.0878333333333333,0.9333333333333332,0.9419809113703566
15,0.25,0.5,0.0,0.0,0.1131666666666666,0.1006666666666666,0.6333333333333333,0.9128376355502188
16,0.75,0.25,0.0,0.0,0.1276666666666666,0.091,0.9,0.9156982372156376
17,0.375,0.375,0.0,0.0,0.148,0.0881666666666666,0.7666666666666667,0.9094542471330548
18,0.25,0.5,0.0,0.0,0.1336666666666666,0.0995,0.7,0.9459115857829948
19,0.5,0.125,0.0,0.0,0.1406666666666666,0.0935,0.8,0.8657878204303601
20,0.375,0.125,0.0,0.0,0.1368333333333333,0.0933333333333333,0.7333333333333333,0.8763877842726187
21,0.125,0.125,0.0,0.0,0.1401666666666666,0.0813333333333333,0.9333333333333332,0.8998308689521117
22,0.375,0.125,0.0,0.0,0.153,0.0833333333333333,0.9333333333333332,0.8643780741869145
23,0.25,0.5,0.0,0.0,0.1428333333333333,0.0806666666666666,0.6333333333333333,0.9468720715647836
24,0.125,0.5,0.0,0.0,0.1333333333333333,0.0875,0.6666666666666666,0.8820584500308533
25,0.125,0.125,0.0,0.0,0.1268333333333333,0.0893333333333333,0.9,0.8576652961295629
26,0.375,0.25,0.0,0.0,0.1263333333333333,0.0918333333333333,0.9,0.8977778012617302
27,0.125,0.5,0.0,0.0,0.1345,0.094,0.9666666666666668,0.8686912962468598
28,0.25,0.125,0.0,0.0,0.1425,0.0841666666666666,0.9,0.8996767622537696
29,0.125,0.625,0.0,2.0,0.1245,0.084,1.0,0.9488122182942852
30,0.25,0.375,0.0,0.0,0.1481666666666666,0.0848333333333333,0.8,0.910709435311613
Mean,0.25416666666666665,0.32916666666666666,0.0125,0.4666666666666667,0.13812222222222217,0.08703333333333328,0.8366666666666666,0.9002292574105402
Std,0.1424610083106563,0.17524784037344243,0.0673145600891813,0.9910712498212335,0.009902948806377238,0.007635855963564033,0.14281560242598249,0.028133879681214172
