Execution,HD_P1,HD_P2,HD_BM,HD_PB,Succ_Crossover_ratio,Succ_Mutation_ratio,NFHT,HV
1,0.125,0.375,0.125,0.0,0.1495,0.1543333333333333,0.8,0.7633117868251412
2,0.125,0.375,0.0,3.0,0.1401666666666666,0.1823333333333333,1.0,0.818530989912897
3,0.25,0.375,0.0,0.0,0.14,0.1633333333333333,0.9,0.8925258631512106
4,0.25,0.25,0.0,0.0,0.1341666666666666,0.188,0.9,0.8490104115945691
5,0.25,0.0,0.125,0.0,0.1293333333333333,0.1651666666666666,0.9666666666666668,0.8281815337037132
6,0.5,0.25,0.0,0.0,0.1156666666666666,0.1688333333333333,0.8666666666666667,0.9006600357128578
7,0.5,0.125,0.0,1.0,0.1223333333333333,0.1991666666666666,1.0,0.8113450998660692
8,0.0,0.125,0.125,0.0,0.1323333333333333,0.1605,0.9,0.7257646724080561
9,0.125,0.25,0.0,0.0,0.1276666666666666,0.1773333333333333,0.5333333333333333,0.8506389415234042
10,0.375,0.125,0.0,0.0,0.1291666666666666,0.1836666666666666,0.9666666666666668,0.7791032716817823
11,0.125,0.375,0.0,0.0,0.1186666666666666,0.202,0.8,0.8465472783110175
12,0.25,0.375,0.25,0.0,0.1473333333333333,0.1938333333333333,0.7666666666666667,0.865162378040893
13,0.375,0.25,0.0,2.0,0.145,0.176,1.0,0.8164659513042339
14,0.75,0.0,0.125,0.0,0.1403333333333333,0.196,0.9333333333333332,0.8440940127303297
15,0.25,0.625,0.125,0.0,0.1353333333333333,0.1925,0.9333333333333332,0.9293386290429312
16,0.125,0.5,0.125,0.0,0.1345,0.1906666666666666,0.8333333333333334,0.9128576167306894
17,0.25,0.125,0.0,0.0,0.1375,0.1648333333333333,0.6333333333333333,0.859430913028734
18,0.5,0.125,0.125,0.0,0.1306666666666666,0.181,0.6,0.8308615807247519
19,0.5,0.25,0.125,0.0,0.1225,0.1823333333333333,0.9333333333333332,0.8406822622860914
20,0.25,0.375,0.0,0.0,0.141,0.164,0.9333333333333332,0.8094796991389575
21,0.5,0.25,0.0,0.0,0.129,0.1705,0.6,0.7469913705460548
22,0.25,0.25,0.125,0.0,0.1416666666666666,0.1688333333333333,0.7333333333333333,0.7762221801709444
23,0.125,0.375,0.0,0.0,0.1186666666666666,0.1551666666666666,0.7666666666666667,0.849935923075406
24,0.25,0.375,0.0,2.0,0.1256666666666666,0.1888333333333333,1.0,0.8125727835533854
25,0.25,0.125,0.0,0.0,0.1305,0.1761666666666666,0.9,0.865989272714355
26,0.125,0.25,0.0,0.0,0.1328333333333333,0.1683333333333333,0.8333333333333334,0.9026027693865052
27,0.25,0.125,0.0,0.0,0.1306666666666666,0.1701666666666666,0.9333333333333332,0.8652933470987841
28,0.125,0.375,0.0,0.0,0.1385,0.183,0.9333333333333332,0.8235707545241508
29,0.125,0.5,0.0,0.0,0.1383333333333333,0.2091666666666666,0.7,0.8332103249369515
30,0.375,0.375,0.0,0.0,0.1413333333333333,0.1615,0.9666666666666668,0.7989539433398462
Mean,0.275,0.275,0.04583333333333333,0.26666666666666666,0.1333444444444444,0.17791666666666664,0.8522222222222221,0.8349778532354905
Std,0.16266017746619277,0.1457737973711325,0.06833841444523635,0.7272474743090477,0.00846199929678357,0.014209917637314414,0.13043611557737214,0.04714190901880487
