Execution,HD_P1,HD_P2,HD_BM,HD_PB,Succ_Crossover_ratio,Succ_Mutation_ratio,NFHT,HV
1,0.375,0.125,0.0,0.0,0.1458333333333333,0.0851666666666666,0.9333333333333332,0.8873447119574221
2,0.875,0.125,0.0,0.0,0.1223333333333333,0.0813333333333333,0.7333333333333333,0.8986755196195827
3,0.125,0.25,0.0,1.0,0.1585,0.0895,1.0,0.8750322713293217
4,0.0,0.625,0.25,0.0,0.1391666666666666,0.0816666666666666,0.5666666666666667,0.9064070702235524
5,0.125,0.5,0.0,0.0,0.1335,0.0803333333333333,0.6666666666666666,0.9379479606097256
6,0.25,0.375,0.0,0.0,0.1525,0.0888333333333333,0.8,0.9404845699026868
7,0.125,0.625,0.0,0.0,0.1335,0.0846666666666666,0.8666666666666667,0.898043851330978
8,0.625,0.125,0.0,0.0,0.128,0.0785,0.7333333333333333,0.9240089141712572
9,0.125,0.75,0.0,1.0,0.143,0.0688333333333333,1.0,0.8827244965174451
10,0.375,0.5,0.0,0.0,0.144,0.0868333333333333,0.3333333333333333,0.9358865426121712
11,0.125,0.375,0.0,0.0,0.1375,0.0918333333333333,0.8333333333333334,0.9181655693689248
12,0.75,0.125,0.0,0.0,0.135,0.0985,0.8,0.9019794575654084
13,0.5,0.25,0.0,0.0,0.1253333333333333,0.0948333333333333,0.8666666666666667,0.852516077056365
14,0.5,0.125,0.0,0.0,0.1275,0.0796666666666666,0.6666666666666666,0.9311923945321914
15,0.375,0.125,0.0,0.0,0.1271666666666666,0.076,0.9,0.9011716216591372
16,0.25,0.375,0.0,0.0,0.1485,0.091,0.9,0.8014620786959107
17,0.75,0.25,0.0,5.0,0.1193333333333333,0.0835,1.0,0.9458496951478677
18,0.125,0.5,0.0,0.0,0.1416666666666666,0.0776666666666666,0.7666666666666667,0.904791764424588
19,0.5,0.25,0.0,0.0,0.144,0.0876666666666666,0.9333333333333332,0.9180561610407468
20,0.375,0.5,0.0,0.0,0.1258333333333333,0.0933333333333333,0.7333333333333333,0.8718596291798875
21,0.5,0.125,0.0,0.0,0.1518333333333333,0.0761666666666666,0.9333333333333332,0.8496227354050664
22,0.125,0.5,0.0,0.0,0.1486666666666666,0.0915,0.9,0.9099928072724368
23,0.375,0.25,0.0,0.0,0.1073333333333333,0.0755,0.7333333333333333,0.9159550408611884
24,0.125,0.125,0.0,0.0,0.1391666666666666,0.086,0.8666666666666667,0.936718095850038
25,0.125,0.375,0.0,0.0,0.1388333333333333,0.0731666666666666,0.7666666666666667,0.9005300775618179
26,0.125,0.125,0.0,0.0,0.1331666666666666,0.0856666666666666,0.7333333333333333,0.9231464465769914
27,0.625,0.125,0.0,0.0,0.1525,0.0836666666666666,0.9333333333333332,0.8935473979276742
28,0.5,0.125,0.0,5.0,0.1345,0.096,1.0,0.9031709334274124
29,0.25,0.125,0.0,0.0,0.1316666666666666,0.0835,0.8333333333333334,0.8644957472939563
30,0.25,0.125,0.0,0.0,0.135,0.0815,0.9666666666666668,0.9210736269653628
Mean,0.3416666666666667,0.29583333333333334,0.008333333333333333,0.4,0.13682777777777774,0.08441111111111109,0.8233333333333331,0.9017284422029037
Std,0.2257702864024011,0.18675779025845807,0.04487637339278752,1.2543258481484518,0.011098088201505481,0.007002213054050918,0.14379769740081996,0.031107849708303745
