ID,Seed,Execution,Generation,GenCreation,isChild,isMutant,Integer_encoding,Binary_encoding,Genotype,Crossover_type,Mutation_type,Search_strategy,Epochs,Accuracy_history,Loss_history,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params,P1_idx,P2_idx,P1,P2,Before_Mut,HD_P1,HD_P2,HD_BM,Succ_Crossover,Succ_Mutation,Total_Crossovers,Total_Mutations,Succ_Crossover_ratio,Succ_Mutation_ratio,Was_invalid,arch_status,NFHT,Trained_Completely,Has_CM,Confusion_matrix,cm_accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro,Ranking
BMADYX[M],,1,20,19,False,False,"[53, 40, 39, 45, 39, 5, 39, 55]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [256, 3]}, {'CONV': [128, 5]}), ({'CONV': [128, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}), ({'CONV': [128, 5]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}), ({'CONV': [32, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MSWAP,GA,70,"[0.10429999977350235, 0.21770000457763672, 0.29760000109672546, 0.33880001306533813, 0.3603000044822693, 0.414900004863739, 0.33709999918937683, 0.45019999146461487, 0.4345000088214874, 0.3474999964237213, 0.49720001220703125, 0.4781000018119812, 0.5001000165939331, 0.46470001339912415, 0.46790000796318054, 0.45669999718666077, 0.5823000073432922, 0.5999000072479248, 0.5562000274658203, 0.6018000245094299, 0.5943999886512756, 0.6226000189781189, 0.6085000038146973, 0.621399998664856, 0.5916000008583069, 0.6065999865531921, 0.6266000270843506, 0.6467999815940857, 0.640500009059906, 0.6463000178337097, 0.6290000081062317, 0.6599000096321106, 0.6564000248908997, 0.6406999826431274, 0.6567000150680542, 0.6470000147819519, 0.6621000170707703, 0.6557000279426575, 0.6463000178337097, 0.652999997138977, 0.6553000211715698, 0.6643000245094299, 0.6761999726295471, 0.6786999702453613, 0.684499979019165, 0.6776999831199646, 0.661899983882904, 0.6837000250816345, 0.6632999777793884, 0.6877999901771545, 0.66839998960495, 0.6775000095367432, 0.6773999929428101, 0.6894999742507935, 0.6819999814033508, 0.6899999976158142, 0.6898000240325928, 0.6876000165939331, 0.6930999755859375, 0.6904000043869019, 0.6952000260353088, 0.6888999938964844, 0.6948999762535095, 0.6930000185966492, 0.6951000094413757, 0.6953999996185303, 0.6912999749183655, 0.6945000290870667, 0.6960999965667725, 0.6937000155448914]","[4.22492790222168, 3.461484432220459, 3.228133201599121, 2.9900460243225098, 2.900747299194336, 2.66693115234375, 3.107869863510132, 2.5826258659362793, 2.710099458694458, 4.816201686859131, 2.413154363632202, 2.56591796875, 2.450796127319336, 2.7673275470733643, 3.3224093914031982, 2.768845558166504, 2.0623724460601807, 1.9690595865249634, 2.2436723709106445, 1.9705599546432495, 2.0184316635131836, 1.8586525917053223, 1.9522234201431274, 1.8654117584228516, 2.0563085079193115, 1.9542486667633057, 1.8883992433547974, 1.8108775615692139, 1.8314107656478882, 1.8177382946014404, 1.9601144790649414, 1.7460815906524658, 1.8050521612167358, 1.8515931367874146, 1.780790090560913, 1.8366029262542725, 1.7437419891357422, 1.7732784748077393, 1.8382296562194824, 1.8203107118606567, 1.80839204788208, 1.7872488498687744, 1.748359203338623, 1.7314789295196533, 1.72334885597229, 1.786558985710144, 1.8619329929351807, 1.7139039039611816, 1.863617181777954, 1.7209316492080688, 1.8768607378005981, 1.788480520248413, 1.7836816310882568, 1.7731250524520874, 1.8187894821166992, 1.7617251873016357, 1.7882544994354248, 1.760710597038269, 1.739016056060791, 1.773226022720337, 1.745925784111023, 1.7969316244125366, 1.7728097438812256, 1.7933573722839355, 1.7876083850860596, 1.7670230865478516, 1.8044555187225342, 1.7834457159042358, 1.7834078073501587, 1.7963329553604126, 1.7983903884887695, 1.8058868646621704, 1.788071632385254, 1.7879558801651, 1.79002046585083, 1.7949494123458862, 1.7917284965515137, 1.7898041009902954, 1.7866333723068237, 1.7921937704086304, 1.795966625213623, 1.7985013723373413, 1.8012937307357788, 1.7941362857818604, 1.8009015321731567, 1.7950900793075562, 1.8020260334014893, 1.8027859926223755, 1.7944265604019165, 1.7980939149856567, 1.7989253997802734, 1.8048303127288818, 1.7938851118087769, 1.7939186096191406, 1.793102741241455, 1.7986054420471191, 1.7947783470153809, 1.8030765056610107, 1.7988430261611938, 1.7976863384246826]",0.6937000155448914,,2139119404,,8096676,,,,,,0.125,0.25,0.0,45,25,400,400,0.1125,0.0625,False,BEST,0.95,True,True,"[[79  1  0 ...  0  0  0]
 [ 0 80  0 ...  0  0  0]
 [ 0  1 61 ...  0  3  0]
 ...
 [ 0  0  0 ... 70  0  0]
 [ 0  0  4 ...  0 52  1]
 [ 0  0  0 ...  0  0 70]]",0.6954,0.709648973,0.6954,0.697412821,33
BHYQUP[M],,2,20,20,True,True,"[2, 36, 61, 15, 62, 7, 28, 55]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 5]}, {'CONV': [128, 5]}), ({'CONV': [32, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [128, 3]}), ({'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MSWAP,GA,70,"[0.17080000042915344, 0.2248000055551529, 0.3562999963760376, 0.3495999872684479, 0.392300009727478, 0.3619999885559082, 0.4203000068664551, 0.45329999923706055, 0.4763999879360199, 0.5073000192642212, 0.39800000190734863, 0.48579999804496765, 0.5285000205039978, 0.49399998784065247, 0.5260999798774719, 0.5182999968528748, 0.4973999857902527, 0.5199999809265137, 0.6165000200271606, 0.6057000160217285, 0.5605999827384949, 0.6284999847412109, 0.5879999995231628, 0.6207000017166138, 0.6169999837875366, 0.5995000004768372, 0.6276999711990356, 0.652999997138977, 0.669700026512146, 0.6624000072479248, 0.6676999926567078, 0.6780999898910522, 0.6703000068664551, 0.642300009727478, 0.6917999982833862, 0.6956999897956848, 0.694599986076355, 0.6972000002861023, 0.696399986743927, 0.6965000033378601, 0.6891999840736389, 0.6980000138282776, 0.7091000080108643, 0.7034000158309937, 0.7067999839782715, 0.7063999772071838, 0.7005000114440918, 0.6965000033378601, 0.7042999863624573, 0.7045000195503235, 0.7053999900817871, 0.704800009727478, 0.708899974822998, 0.70660001039505, 0.7074000239372253, 0.7120000123977661, 0.708899974822998, 0.7117000222206116, 0.708899974822998, 0.7096999883651733, 0.7102000117301941, 0.713100016117096, 0.7113000154495239, 0.7128000259399414, 0.7124000191688538, 0.7106000185012817, 0.7114999890327454, 0.7123000025749207, 0.7116000056266785, 0.7124999761581421]","[3.8281311988830566, 3.558011770248413, 2.8000500202178955, 2.8998777866363525, 2.765321969985962, 2.9443914890289307, 2.650031805038452, 2.594327449798584, 2.4644501209259033, 2.348877429962158, 2.9965784549713135, 2.4847559928894043, 2.2883641719818115, 2.5161473751068115, 2.303546190261841, 2.3674376010894775, 2.55023193359375, 2.349414587020874, 1.8921581506729126, 1.9467910528182983, 2.17010760307312, 1.8380019664764404, 2.0270137786865234, 1.8830175399780273, 1.9046738147735596, 1.9813251495361328, 1.8489066362380981, 1.7466542720794678, 1.6617878675460815, 1.7100104093551636, 1.6870486736297607, 1.6751339435577393, 1.6759072542190552, 1.7937191724777222, 1.5645712614059448, 1.5746945142745972, 1.5425474643707275, 1.5719069242477417, 1.581300139427185, 1.5965725183486938, 1.6081660985946655, 1.5533125400543213, 1.5200968980789185, 1.5745446681976318, 1.5318143367767334, 1.5714935064315796, 1.5607901811599731, 1.6058422327041626, 1.5834068059921265, 1.5819579362869263, 1.5706754922866821, 1.5808491706848145, 1.5644358396530151, 1.5569714307785034, 1.5625354051589966, 1.5455719232559204, 1.5521290302276611, 1.5466488599777222, 1.5579655170440674, 1.5684481859207153, 1.559426188468933, 1.5499351024627686, 1.562589406967163, 1.5571733713150024, 1.5586724281311035, 1.5654951333999634, 1.553938865661621, 1.5603318214416504, 1.5637242794036865, 1.5554190874099731, 1.5599708557128906, 1.5643675327301025, 1.5628951787948608, 1.5602506399154663, 1.5636866092681885, 1.5632858276367188, 1.55946683883667, 1.55342698097229, 1.559111475944519, 1.563649296760559, 1.5556894540786743, 1.563870906829834, 1.5596200227737427, 1.5608906745910645, 1.562807559967041, 1.5564945936203003, 1.5569891929626465, 1.5579924583435059, 1.5617412328720093, 1.5612584352493286, 1.5619807243347168, 1.558081865310669, 1.558276653289795, 1.5610032081604004, 1.5610098838806152, 1.5602775812149048, 1.5588994026184082, 1.558469295501709, 1.5613234043121338, 1.563427448272705]",0.7124999761581421,,1000963500,,7428772,,,,,"[2, 36, 61, 15, 62, 7, 28, 55]",0.375,0.375,0.0,69,31,400,400,0.1725,0.0775,False,BEST,1.0,True,True,"[[88  0  0 ...  0  0  0]
 [ 0 87  0 ...  0  0  0]
 [ 1  0 57 ...  0  2  0]
 ...
 [ 0  0  0 ... 70  0  0]
 [ 0  0  2 ...  0 49  0]
 [ 0  0  0 ...  0  0 71]]",0.7105,0.721686797,0.7105,0.711348342,25
BMIRHB[M],,3,20,19,False,False,"[14, 36, 26, 47, 36, 6, 26, 62]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [64, 3]}), ({'CONV': [128, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [64, 3]}), ({'CONV': [256, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MSWAP,GA,70,"[0.10649999976158142, 0.18160000443458557, 0.26820001006126404, 0.3077999949455261, 0.32170000672340393, 0.39309999346733093, 0.3756999969482422, 0.384799987077713, 0.43939998745918274, 0.37610000371932983, 0.4494999945163727, 0.48829999566078186, 0.5212000012397766, 0.460099995136261, 0.49300000071525574, 0.5041999816894531, 0.4918999969959259, 0.48660001158714294, 0.6082000136375427, 0.6197999715805054, 0.6011999845504761, 0.5903000235557556, 0.617900013923645, 0.5716000199317932, 0.6021999716758728, 0.6657999753952026, 0.663100004196167, 0.6373999714851379, 0.6632000207901001, 0.6640999913215637, 0.6690999865531921, 0.657800018787384, 0.6700999736785889, 0.6523000001907349, 0.6714000105857849, 0.642799973487854, 0.6675999760627747, 0.6604999899864197, 0.692300021648407, 0.6868000030517578, 0.6908000111579895, 0.6854000091552734, 0.678600013256073, 0.6888999938964844, 0.6956999897956848, 0.7006999850273132, 0.6988999843597412, 0.7002000212669373, 0.7009000182151794, 0.7009999752044678, 0.7044000029563904, 0.7021999955177307, 0.7013000249862671, 0.6984000205993652, 0.7057999968528748, 0.7035999894142151, 0.705299973487854, 0.7045999765396118, 0.7031000256538391, 0.704200029373169, 0.7037000060081482, 0.704800009727478, 0.7042999863624573, 0.7080000042915344, 0.7028999924659729, 0.7027999758720398, 0.7019000053405762, 0.704200029373169, 0.7024999856948853, 0.7035999894142151]","[4.110540390014648, 3.6482057571411133, 3.195434331893921, 3.154550790786743, 3.2005865573883057, 2.71008038520813, 2.799175262451172, 2.9493846893310547, 2.6239914894104004, 2.932220458984375, 2.6090481281280518, 2.4303178787231445, 2.222712993621826, 2.5969860553741455, 2.519144058227539, 2.4030377864837646, 2.4372239112854004, 2.554612874984741, 1.8993535041809082, 1.840729832649231, 1.961129069328308, 2.0432522296905518, 1.8642222881317139, 2.076953411102295, 1.9209370613098145, 1.6484668254852295, 1.6490029096603394, 1.7709490060806274, 1.653490424156189, 1.6707091331481934, 1.6430456638336182, 1.6969376802444458, 1.6320269107818604, 1.7947136163711548, 1.6463512182235718, 1.8736348152160645, 1.6640185117721558, 1.7161214351654053, 1.5749232769012451, 1.639696717262268, 1.5947147607803345, 1.627507209777832, 1.6600013971328735, 1.623365879058838, 1.583881139755249, 1.5777209997177124, 1.5863035917282104, 1.595952033996582, 1.5910307168960571, 1.6018933057785034, 1.5704445838928223, 1.593060851097107, 1.5977466106414795, 1.6286073923110962, 1.5843003988265991, 1.598798155784607, 1.588311791419983, 1.5954341888427734, 1.6009762287139893, 1.603739857673645, 1.6008810997009277, 1.599622130393982, 1.5990694761276245, 1.5888088941574097, 1.6039481163024902, 1.600192666053772, 1.6038808822631836, 1.5965005159378052, 1.6072629690170288, 1.6054387092590332, 1.6062546968460083, 1.5997958183288574, 1.5979251861572266, 1.6001698970794678, 1.6030346155166626, 1.6056852340698242, 1.6111409664154053, 1.6098376512527466, 1.6012420654296875, 1.603840947151184, 1.61114501953125, 1.6064730882644653, 1.6102690696716309, 1.6051011085510254, 1.5981755256652832, 1.5963668823242188, 1.5994335412979126, 1.6026334762573242, 1.6045814752578735, 1.6033438444137573, 1.6039804220199585, 1.604432463645935, 1.60624098777771, 1.6003063917160034, 1.609403371810913, 1.6074014902114868, 1.609407901763916, 1.6051386594772339, 1.6028231382369995, 1.6033111810684204]",0.7035999894142151,,1030744940,,4046116,,,,,,0.125,0.5,0.0,56,28,400,400,0.14,0.07,False,BEST,0.95,True,True,"[[86  0  1 ...  0  0  0]
 [ 0 75  0 ...  0  0  0]
 [ 1  0 59 ...  0  4  0]
 ...
 [ 0  0  0 ... 72  0  0]
 [ 0  0  2 ...  0 54  0]
 [ 0  0  0 ...  0  0 72]]",0.7047,0.717350238,0.7047,0.705632524,83
BAWZZM[M],,4,20,7,False,False,"[14, 27, 2, 36, 30, 6, 30, 62]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 5]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [256, 3]}), ({'CONV': [256, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MSWAP,GA,70,"[0.0925000011920929, 0.18140000104904175, 0.3001999855041504, 0.3400999903678894, 0.335099995136261, 0.3995000123977661, 0.42829999327659607, 0.4368000030517578, 0.47519999742507935, 0.492900013923645, 0.5170999765396118, 0.527999997138977, 0.5156000256538391, 0.5098999738693237, 0.5340999960899353, 0.5472000241279602, 0.5940999984741211, 0.6055999994277954, 0.6015999913215637, 0.6179999709129333, 0.6154000163078308, 0.5928000211715698, 0.597000002861023, 0.6039999723434448, 0.6288999915122986, 0.6087999939918518, 0.6205999851226807, 0.6223000288009644, 0.6484000086784363, 0.5945000052452087, 0.6448000073432922, 0.6333000063896179, 0.6446999907493591, 0.6150000095367432, 0.6204000115394592, 0.6219000220298767, 0.6578999757766724, 0.6212999820709229, 0.642300009727478, 0.6171000003814697, 0.6233000159263611, 0.6306999921798706, 0.680400013923645, 0.664900004863739, 0.6644999980926514, 0.6843000054359436, 0.6503000259399414, 0.6762999892234802, 0.6904000043869019, 0.6869999766349792, 0.6923999786376953, 0.6891000270843506, 0.6869000196456909, 0.7049000263214111, 0.7055000066757202, 0.6992999911308289, 0.7038000226020813, 0.7045000195503235, 0.7019000053405762, 0.7009999752044678, 0.7039999961853027, 0.7063999772071838, 0.7052000164985657, 0.7088000178337097, 0.7052000164985657, 0.7050999999046326, 0.707099974155426, 0.7024999856948853, 0.704800009727478, 0.703499972820282]","[4.421243190765381, 3.7169535160064697, 3.0118367671966553, 2.916943073272705, 2.974790334701538, 2.5910141468048096, 2.517101287841797, 2.5108981132507324, 2.441378116607666, 2.317613363265991, 2.1719300746917725, 2.2107105255126953, 2.3001205921173096, 2.297380208969116, 2.1803460121154785, 2.1742725372314453, 1.9577077627182007, 1.867661952972412, 1.9198064804077148, 1.8330594301223755, 1.8455941677093506, 2.014662265777588, 1.9620648622512817, 1.9157657623291016, 1.8169851303100586, 1.929227352142334, 1.8535380363464355, 1.8314257860183716, 1.7520527839660645, 2.035520553588867, 1.7906519174575806, 1.8078736066818237, 1.7414300441741943, 1.9547128677368164, 1.922771692276001, 1.8918548822402954, 1.7129573822021484, 1.8790528774261475, 1.8313013315200806, 1.9858181476593018, 1.932104468345642, 1.9280576705932617, 1.678346037864685, 1.765016794204712, 1.8227370977401733, 1.6889170408248901, 1.8906828165054321, 1.748392939567566, 1.7046408653259277, 1.7270780801773071, 1.6946749687194824, 1.760376214981079, 1.7323552370071411, 1.6422629356384277, 1.6514081954956055, 1.7030646800994873, 1.6712573766708374, 1.6968673467636108, 1.6679226160049438, 1.6900488138198853, 1.685672640800476, 1.668144941329956, 1.6960210800170898, 1.6762763261795044, 1.6926285028457642, 1.7010843753814697, 1.6828536987304688, 1.7020914554595947, 1.6952314376831055, 1.701084017753601, 1.7029564380645752, 1.7023943662643433, 1.6923182010650635, 1.7006902694702148, 1.7045928239822388, 1.699116826057434, 1.6963564157485962, 1.6996097564697266, 1.7018905878067017, 1.699300765991211, 1.7002136707305908, 1.7006908655166626, 1.7028433084487915, 1.7009378671646118, 1.7046079635620117, 1.7006099224090576, 1.7028141021728516, 1.7038613557815552, 1.6993961334228516, 1.6993203163146973, 1.7030761241912842, 1.7027860879898071, 1.7081224918365479, 1.7000468969345093, 1.7015496492385864, 1.7075963020324707, 1.7039932012557983, 1.7045599222183228, 1.7085793018341064, 1.6980136632919312]",0.703499972820282,,845020076,,4497060,,,,,,0.125,0.5,0.0,49,30,400,400,0.1225,0.075,False,BEST,0.35,True,True,"[[86  0  0 ...  0  0  0]
 [ 0 81  0 ...  0  0  0]
 [ 0  0 56 ...  0  4  0]
 ...
 [ 0  0  0 ... 74  1  0]
 [ 0  0  2 ...  0 48  1]
 [ 0  0  0 ...  0  0 75]]",0.7063,0.717799549,0.7063,0.707396049,24
BKHSGU[M],,5,20,18,True,True,"[49, 11, 20, 38, 51, 38, 28, 39]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [256, 3]}, {'CONV': [32, 5]}), ({'CONV': [32, 5]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [64, 5]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [64, 5]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",SPC,MSWAP,GA,70,"[0.12470000237226486, 0.16259999573230743, 0.25609999895095825, 0.3393000066280365, 0.3776000142097473, 0.36399999260902405, 0.4519999921321869, 0.40700000524520874, 0.42399999499320984, 0.4616999924182892, 0.45190000534057617, 0.4472000002861023, 0.5570999979972839, 0.5636000037193298, 0.5759999752044678, 0.5830000042915344, 0.5777999758720398, 0.5587000250816345, 0.6000000238418579, 0.5759000182151794, 0.5859000086784363, 0.6031000018119812, 0.608299970626831, 0.6057999730110168, 0.5870000123977661, 0.5723999738693237, 0.6121000051498413, 0.6236000061035156, 0.6434000134468079, 0.644599974155426, 0.6294000148773193, 0.666100025177002, 0.6538000106811523, 0.6636000275611877, 0.6488999724388123, 0.6570000052452087, 0.6686000227928162, 0.6904000043869019, 0.683899998664856, 0.6880000233650208, 0.6801999807357788, 0.6830999851226807, 0.6743999719619751, 0.6847000122070312, 0.692799985408783, 0.692799985408783, 0.6984999775886536, 0.6972000002861023, 0.7009000182151794, 0.7042999863624573, 0.699999988079071, 0.7038999795913696, 0.7045999765396118, 0.7031999826431274, 0.7028999924659729, 0.7008000016212463, 0.7052000164985657, 0.7031999826431274, 0.70660001039505, 0.7091000080108643, 0.7041000127792358, 0.7049000263214111, 0.7055000066757202, 0.7060999870300293, 0.7074000239372253, 0.705299973487854, 0.7063000202178955, 0.7062000036239624, 0.70660001039505, 0.7063999772071838]","[3.9518368244171143, 3.967205047607422, 3.377565622329712, 2.9204444885253906, 2.702432632446289, 2.8661060333251953, 2.4966890811920166, 2.8095574378967285, 2.6496591567993164, 2.5266828536987305, 2.6860454082489014, 2.5855963230133057, 2.049839973449707, 2.0392074584960938, 1.9512639045715332, 1.9583067893981934, 1.9589142799377441, 2.1243648529052734, 1.9003245830535889, 2.053044080734253, 1.9634082317352295, 1.9061870574951172, 1.8727933168411255, 1.9032849073410034, 2.0697519779205322, 2.1013221740722656, 1.901930332183838, 1.8906679153442383, 1.7899894714355469, 1.7922996282577515, 1.8739826679229736, 1.6815773248672485, 1.746598243713379, 1.7223107814788818, 1.7538857460021973, 1.7353923320770264, 1.6984541416168213, 1.5971481800079346, 1.6499274969100952, 1.6497441530227661, 1.666392207145691, 1.6600359678268433, 1.7132647037506104, 1.6950145959854126, 1.637300729751587, 1.6246821880340576, 1.6219377517700195, 1.621810793876648, 1.6170270442962646, 1.604001760482788, 1.628263235092163, 1.5986266136169434, 1.5958642959594727, 1.6290887594223022, 1.6354814767837524, 1.6324687004089355, 1.6196551322937012, 1.6338294744491577, 1.6163201332092285, 1.625805139541626, 1.639254093170166, 1.6356797218322754, 1.638993740081787, 1.6332265138626099, 1.6311168670654297, 1.6418184041976929, 1.6422024965286255, 1.6399867534637451, 1.630263328552246, 1.629272699356079, 1.63796865940094, 1.6316475868225098, 1.6347237825393677, 1.6280558109283447, 1.6366357803344727, 1.6338425874710083, 1.6360245943069458, 1.629218578338623, 1.6343812942504883, 1.6321321725845337, 1.6369515657424927, 1.6385732889175415, 1.6367498636245728, 1.6389254331588745, 1.6290768384933472, 1.631862759590149, 1.6322364807128906, 1.634637475013733, 1.6405800580978394, 1.6336791515350342, 1.6353917121887207, 1.6384592056274414, 1.6380189657211304, 1.6325405836105347, 1.636391282081604, 1.635149359703064, 1.6332193613052368, 1.6409223079681396, 1.6402316093444824, 1.639160394668579]",0.7063999772071838,,714016812,,3984804,,,,,"[49, 11, 20, 38, 51, 38, 28, 39]",0.5,0.125,0.0,80,31,400,400,0.2,0.0775,False,BEST,0.9,True,True,"[[89  0  0 ...  0  0  0]
 [ 0 85  0 ...  0  0  0]
 [ 0  0 61 ...  0  0  0]
 ...
 [ 0  0  0 ... 70  0  0]
 [ 0  0  4 ...  0 50  0]
 [ 0  0  0 ...  0  0 73]]",0.7092,0.721563981,0.7092,0.71060118,9
