State,Stationary_Probability
SBX_NONE,0.321548
TPC_MNUF,0.098538
SPC_MNUF,0.072927
TPC_MPOLY,0.072415
SBX_MNUF,0.070905
TPC_NONE,0.070059
SPC_NONE,0.060646
UC_NONE,0.050737
UC_MNUF,0.042098
SPC_MPOLY,0.038557
NONE_MNUF,0.030878
UC_MPOLY,0.030297
NONE_MPOLY,0.030295
SBX_MPOLY,0.010098
