GO_Name,Mean_Stationary_Probability
SBX_NONE,0.321973
SPC_MNUF,0.061428
SPC_NONE,0.049265
NONE_MPOLY,0.041057
SBX_MNUF,0.058205
TPC_MPOLY,0.042978
TPC_MNUF,0.059850
NONE_MNUF,0.033623
UC_MNUF,0.062573
TPC_NONE,0.042914
SPC_MPOLY,0.052032
UC_MPOLY,0.042637
UC_NONE,0.043870
SBX_MPOLY,0.054297
