State,Stationary_Probability
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
SPC_MNUF,0.000000
SPC_MPOLY,0.000000
SPC_NONE,0.000000
TPC_MNUF,0.000000
TPC_MPOLY,0.000000
TPC_NONE,0.000000
UC_MNUF,0.000000
UC_MPOLY,0.000000
UC_NONE,0.000000
