GO_Name,Mean_Stationary_Probability
SPC_MNUF,0.165103
SPC_MPOLY,0.181556
TPC_NONE,0.120862
TPC_MPOLY,0.133501
TPC_MNUF,0.112665
SPC_NONE,0.151671
UC_MPOLY,0.044497
UC_MNUF,0.045415
UC_NONE,0.044730
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
